customer_id,first_name,last_name,email,phone,signup_date,segment,city,state,lifetime_value
C000231,Melissa,Alvarado,melissa.alvarado231@gmail.com,557-941-5521,2025-02-20,standard,Riversview,MP,7992.74
C000232,Paul,Jefferson,paul.jefferson232@yahoo.com,212-021-6979,2026-04-27,standard,Whitefurt,WI,3459.35
C000233,Michael,Johnson,michael.johnson233@hotmail.com,277-167-0145,2023-06-28,standard,Lake Morgan,NC,17348.75
C000234,Alexandra,Haynes,alexandra.haynes234@gmail.com,637-562-8900,2026-03-04,premium,New Melinda,PR,1605.72
C000235,Tyler,Martin,tyler.martin235@yahoo.com,535-408-3866,2024-06-08,standard,South Seanshire,NV,13565.28
C000236,Christopher,Jimenez,christopher.jimenez236@yahoo.com,170-166-0880,2023-10-28,standard,Pamelaside,IL,5170.86
C000237,Diamond,Bryant,diamond.bryant237@yahoo.com,503-758-9975,2025-05-11,standard,North Katherinebury,AL,22620.96
C000238,Matthew,Gallegos,matthew.gallegos238@yahoo.com,885-102-7261,2024-07-08,premium,East David,PR,17388.07
C000239,Philip,Bryant,philip.bryant239@gmail.com,516-091-7798,2024-01-04,new,Smithton,OH,19139.86
C000240,Savannah,Roberson,savannah.roberson240@yahoo.com,829-221-6995,2025-07-31,standard,Barnesbury,KY,147.4
C000241,Raymond,Cooper,raymond.cooper241@yahoo.com,722-698-4858,2026-02-15,standard,East Jason,VT,18836.88
C000242,Kelly,Reed,kelly.reed242@hotmail.com,228-851-5879,2025-11-11,new,Craigside,LA,23835.76
C000243,Natalie,Henderson,natalie.henderson243@gmail.com,810-620-0342,2024-08-27,standard,Dwayneton,UT,18687.89
C000244,Kristen,Harris,kristen.harris244@hotmail.com,057-198-3863,2025-08-10,standard,Heatherton,MS,15081.31
C000245,Paul,Frye,paul.frye245@hotmail.com,580-043-9735,2025-12-09,standard,Port Jenny,ID,5485.54
C000246,Kelly,Thompson,kelly.thompson246@hotmail.com,122-816-0648,2024-07-23,standard,East Brandy,KS,725.62
C000247,Adam,Owens,adam.owens247@gmail.com,025-909-4798,2024-12-16,standard,Port Jasminehaven,IN,16978.55
C000248,Susan,Meyer,susan.meyer248@hotmail.com,268-861-5335,2024-11-04,standard,Kellyhaven,NJ,4126.12
C000249,Wendy,Colon,wendy.colon249@hotmail.com,015-739-9305,2025-01-21,standard,South Jonathanport,AK,3190.69
C000250,Rhonda,Short,rhonda.short250@yahoo.com,887-704-3581,2023-11-05,premium,Port Amanda,AL,674.16
C000251,Courtney,Clark,courtney.clark251@hotmail.com,361-386-1207,2024-11-05,standard,North Charlesburgh,WY,14109.8
C000252,Johnathan,Jones,johnathan.jones252@gmail.com,466-766-5061,2025-09-16,standard,Lake Jenniferland,WV,16068.74
C000253,Julie,Williams,julie.williams253@gmail.com,581-449-1476,2025-02-11,standard,South Ericbury,DC,11542.46
C000254,Julie,Robles,julie.robles254@hotmail.com,424-508-8210,2023-06-16,standard,Medinaland,ME,9477.6
C000255,Jason,Figueroa,jason.figueroa255@hotmail.com,536-822-2394,2024-04-05,standard,East Emilyshire,PR,8171.15
C000256,Brian,Potter,brian.potter256@hotmail.com,781-414-1397,2024-11-03,premium,Davidbury,CT,9478.16
C000257,Justin,Jones,justin.jones257@gmail.com,577-594-9299,2024-12-26,premium,Susanburgh,AL,20798.11
C000258,Lawrence,Floyd,lawrence.floyd258@hotmail.com,645-257-7754,2025-07-04,standard,East Debbieland,MP,2047.66
C000259,Juan,Serrano,juan.serrano259@hotmail.com,341-108-0996,2025-12-11,standard,North Andrea,ND,13485.48
C000260,Patricia,Fernandez,patricia.fernandez260@hotmail.com,256-394-2788,2023-10-27,new,Coxtown,TN,8749.01
C000261,John,Maynard,john.maynard261@hotmail.com,282-722-9927,2024-12-17,premium,East Kathleenbury,CA,19530.83
C000262,Joseph,Young,joseph.young262@hotmail.com,385-677-0051,2026-06-06,premium,Maryview,OR,18855.83
C000263,Amy,Thompson,amy.thompson263@hotmail.com,659-184-6386,2024-12-08,new,Tommyfort,FM,4984.02
C000264,Cassandra,Shaw,cassandra.shaw264@gmail.com,723-184-3222,2024-12-22,standard,Lake Jerrymouth,VA,3809.56
C000265,Daniel,Leonard,daniel.leonard265@yahoo.com,392-603-0299,2024-02-14,standard,Lake William,MH,16736.47
C000266,Ashley,Brown,ashley.brown266@yahoo.com,286-990-4137,2026-01-06,premium,Dillonburgh,IN,5449.11
C000267,Maria,Burke,maria.burke267@hotmail.com,298-425-7991,2024-05-31,premium,Cruzville,AK,19172.45
C000268,James,Heath,james.heath268@hotmail.com,629-127-9908,2025-07-29,standard,North Timothyberg,MH,15181.19
C000269,Carrie,Carey,carrie.carey269@hotmail.com,686-508-6376,2024-12-04,premium,South Dennisfort,WI,2863.32
C000270,Jesse,Trevino,jesse.trevino270@yahoo.com,986-430-0981,2025-08-24,vip,South Diamondmouth,MT,24118.02
C000271,Michael,Moore,michael.moore271@hotmail.com,944-869-5946,2024-04-20,standard,Arnoldside,NJ,641.96
C000272,Guy,Hansen,guy.hansen272@yahoo.com,449-562-1372,2023-11-11,standard,New Richard,MA,16933.68
C000273,Lauren,Mendez,lauren.mendez273@hotmail.com,026-012-7961,2023-09-16,new,Jeffreyland,PA,9916.36
C000274,Benjamin,Cruz,benjamin.cruz274@yahoo.com,984-902-7703,2026-03-25,premium,Jameshaven,NC,1899.91
C000275,Holly,Gilbert,holly.gilbert275@hotmail.com,053-021-4656,2025-02-27,premium,New Alexis,VT,15681.06
C000276,Casey,Davis,casey.davis276@yahoo.com,895-543-9376,2025-11-18,standard,West Gregoryhaven,CT,19312.02
C000277,Angelica,Gordon,angelica.gordon277@yahoo.com,184-894-7697,2024-06-20,new,Susanmouth,TX,15010.29
C000278,Steven,Matthews,steven.matthews278@gmail.com,714-163-3565,2025-08-19,standard,Lake Marilynbury,LA,24596.11
C000279,Christopher,Nunez,christopher.nunez279@yahoo.com,182-755-3942,2026-05-05,premium,South Jillian,IA,8680.09
C000280,Jill,Salas,jill.salas280@gmail.com,333-952-1117,2026-01-17,standard,Port Mercedeston,PR,9264.27
C000281,Timothy,Oliver,timothy.oliver281@yahoo.com,947-284-6392,2023-09-01,standard,Mendozaside,AZ,8530.78
C000282,Wayne,Long,wayne.long282@hotmail.com,271-875-0036,2025-11-27,vip,West Michaelview,HI,20558.27
C000283,Amy,Young,amy.young283@yahoo.com,955-276-3655,2025-02-20,standard,Shannonshire,DC,24019.69
C000284,Tiffany,Parks,tiffany.parks284@gmail.com,438-663-2270,2024-03-09,premium,Porterhaven,ND,20717.68
C000285,Jennifer,Floyd,jennifer.floyd285@yahoo.com,489-061-2034,2025-06-18,premium,South Julieview,MN,10887.18
C000286,Michael,Grant,michael.grant286@yahoo.com,506-159-3998,2024-03-06,premium,Michaelhaven,NM,24136.84
C000287,Kim,Griffin,kim.griffin287@gmail.com,694-722-5699,2025-02-26,standard,North Fernandobury,MD,20204.98
C000288,Logan,Carter,logan.carter288@yahoo.com,964-759-8762,2024-03-20,standard,East Jessicaview,WA,12087.44
C000289,Jackie,Miller,jackie.miller289@gmail.com,611-178-0068,2023-10-16,standard,West Christineland,SD,18275.66
C000290,Sarah,Price,sarah.price290@gmail.com,347-228-2005,2024-10-26,standard,Mcdonaldside,KY,21292.83
C000291,Amy,Taylor,amy.taylor291@hotmail.com,829-979-6884,2024-11-29,vip,Fernandezland,NV,2166.57
C000292,Kyle,Gutierrez,kyle.gutierrez292@gmail.com,400-825-4780,2026-05-12,new,Arroyofort,ME,6096.59
C000293,Albert,Jordan,albert.jordan293@yahoo.com,930-853-6866,2024-07-01,standard,Lake Jillian,MS,15258.29
C000294,Maria,Walker,maria.walker294@gmail.com,638-944-8463,2023-09-23,standard,East Keith,SC,717.5
C000295,Stanley,Chavez,stanley.chavez295@hotmail.com,973-502-0802,2023-11-14,new,Josephmouth,VA,4546.0
C000296,Alan,Davis,alan.davis296@gmail.com,735-647-5705,2023-10-11,standard,North Joseph,MO,19945.81
C000297,Charles,Harrison,charles.harrison297@gmail.com,460-136-7303,2025-05-24,standard,New Elizabethborough,NJ,22008.0
C000298,Paul,Ali,paul.ali298@yahoo.com,208-814-7435,2023-08-28,premium,North Joel,NE,6906.71
C000299,Mark,Jackson,mark.jackson299@yahoo.com,916-300-9792,2025-01-05,standard,East Ericland,TX,23701.56
C000300,Christine,Galvan,christine.galvan300@hotmail.com,005-281-2735,2025-10-23,standard,Lindamouth,VA,18001.87
C000301,James,Norris,james.norris301@yahoo.com,240-778-4873,2025-11-05,standard,New Michael,VA,18954.12
C000302,Taylor,Dillon,taylor.dillon302@hotmail.com,821-827-4485,2025-05-14,premium,Port Danafurt,VA,16147.57
C000303,Jacob,Smith,jacob.smith303@yahoo.com,935-186-3878,2024-02-03,standard,Marcusmouth,DE,19823.32
C000304,Cole,Hopkins,cole.hopkins304@gmail.com,220-317-3109,2026-03-01,standard,Barretthaven,RI,5539.91
C000305,Jacqueline,Scott,jacqueline.scott305@yahoo.com,391-037-1705,2025-10-22,premium,Shortton,GU,7655.15
C000306,Christina,Rice,christina.rice306@hotmail.com,141-381-1386,2024-03-29,premium,New Diane,OK,11831.51
C000307,Colleen,White,colleen.white307@hotmail.com,861-957-6122,2025-10-10,standard,Wagnerburgh,ND,10637.6
C000308,Yesenia,Ramos,yesenia.ramos308@yahoo.com,585-566-5939,2025-10-03,premium,South Katie,WA,8269.78
C000309,Jonathan,Nixon,jonathan.nixon309@yahoo.com,600-490-8240,2024-09-17,premium,East Melissa,AK,6772.91
C000310,Kelsey,Harding,kelsey.harding310@yahoo.com,888-992-1075,2024-02-06,standard,West Michael,OR,3016.4
C000311,John,Scott,john.scott311@yahoo.com,196-931-5727,2026-05-15,standard,New Dawnton,VA,2988.87
C000312,Lindsey,James,lindsey.james312@gmail.com,556-613-9060,2024-09-24,standard,West Amberberg,MD,19054.74
C000313,Wayne,Walker,wayne.walker313@gmail.com,679-981-3646,2024-01-24,standard,West Christopher,OK,5409.62
C000314,Julie,Kelley,julie.kelley314@yahoo.com,168-622-7837,2025-02-12,standard,New Christina,WA,18114.63
C000315,Alexandria,Allen,alexandria.allen315@yahoo.com,659-116-6553,2024-10-19,new,Brittneytown,WI,13115.92
C000316,Kevin,Huerta,kevin.huerta316@hotmail.com,792-703-3521,2023-11-30,standard,East Stacyberg,VI,2513.15
C000317,Marissa,Roberts,marissa.roberts317@yahoo.com,147-705-3833,2025-10-04,standard,Anaberg,UT,5687.08
C000318,Holly,Smith,holly.smith318@hotmail.com,804-204-3940,2025-05-31,standard,North Paulview,TN,353.71
C000319,Melissa,Keller,melissa.keller319@gmail.com,046-368-1579,2025-09-11,standard,East Jamesmouth,OH,6857.78
C000320,Sara,Smith,sara.smith320@gmail.com,845-762-0555,2026-02-04,new,Joelhaven,KY,13833.97
C000321,Lisa,Garrett,lisa.garrett321@yahoo.com,084-325-6216,2025-08-25,premium,South John,FL,3156.99
C000322,Ronald,Edwards,ronald.edwards322@hotmail.com,578-232-9832,2024-10-01,new,South Wendy,WI,12271.97
C000323,Dustin,Fitzpatrick,dustin.fitzpatrick323@gmail.com,518-812-5205,2025-03-13,new,Turnerview,FL,14351.61
C000324,Kimberly,Rodriguez,kimberly.rodriguez324@gmail.com,099-499-9393,2024-06-01,standard,West Christopherfort,DC,11011.72
C000325,Wayne,Jacobs,wayne.jacobs325@hotmail.com,526-772-2330,2025-03-04,standard,West Stephaniebury,WA,1284.42
C000326,Emily,Harris,emily.harris326@gmail.com,127-975-7366,2023-08-12,new,Cortezfurt,RI,11943.23
C000327,Sheila,Armstrong,sheila.armstrong327@hotmail.com,808-177-0388,2025-02-12,vip,New Paulton,ID,10017.69
C000328,Kelly,Sanders,kelly.sanders328@yahoo.com,472-649-0827,2026-03-08,standard,Davishaven,DE,15736.14
C000329,Hector,Richards,hector.richards329@hotmail.com,826-657-0279,2024-04-17,standard,Davismouth,UT,3729.94
C000330,Deborah,Dawson,deborah.dawson330@gmail.com,111-751-8689,2024-02-12,premium,Pierceton,WI,7595.89
C000331,George,Rogers,george.rogers331@hotmail.com,222-206-4474,2026-02-06,new,North Rachel,ID,2961.29
C000332,Adam,Cannon,adam.cannon332@gmail.com,777-809-7339,2026-03-29,premium,Chavezmouth,CO,15157.94
C000333,Carolyn,Smith,carolyn.smith333@hotmail.com,498-302-2050,2024-01-20,premium,Lake Belindaport,MA,5642.18
C000334,Samantha,Williams,samantha.williams334@yahoo.com,224-999-8279,2024-12-19,standard,North Kaylamouth,MN,11262.86
C000335,Priscilla,Wilkins,priscilla.wilkins335@yahoo.com,814-721-4586,2025-09-01,standard,Lake Jason,AR,21504.17
C000336,Daniel,Blair,daniel.blair336@hotmail.com,817-946-9548,2025-11-18,new,Sarashire,NM,7634.51
C000337,April,Welch,april.welch337@yahoo.com,293-430-1071,2024-04-26,premium,Gutierrezmouth,MI,15240.77
C000338,Ann,Walsh,ann.walsh338@gmail.com,344-144-8850,2023-12-02,premium,Matthewshire,RI,23689.76
C000339,Susan,Collier,susan.collier339@gmail.com,557-702-7278,2024-11-10,standard,Bowerschester,WA,5275.63
C000340,Brian,Meyer,brian.meyer340@hotmail.com,588-039-5512,2024-08-17,premium,West Tonyaside,MP,3926.43
C000341,Gabriel,Obrien,gabriel.obrien341@gmail.com,914-504-6173,2025-01-06,standard,Gallegosport,IL,1876.62
C000342,Alicia,Thompson,alicia.thompson342@yahoo.com,031-780-7823,2024-11-18,standard,Oconnorhaven,ME,11262.59
C000343,Kimberly,Thomas,kimberly.thomas343@gmail.com,823-076-8104,2023-08-16,premium,West Steventon,CT,7281.48
C000344,Abigail,Hopkins,abigail.hopkins344@yahoo.com,094-353-3448,2024-10-16,standard,Lambertview,FL,17673.9
C000345,Eric,Wilson,eric.wilson345@hotmail.com,881-385-8542,2026-06-07,premium,Audreyburgh,CA,11350.78
C000346,Larry,Mcclain,larry.mcclain346@hotmail.com,702-070-1601,2025-04-01,premium,Whiteshire,SC,23097.78
C000347,Mary,Lyons,mary.lyons347@hotmail.com,545-381-7921,2026-05-29,premium,Davisport,TX,15626.45
C000348,Deanna,Miranda,deanna.miranda348@yahoo.com,332-945-6255,2025-05-13,premium,Johnsonfort,DE,23341.71
C000349,Michael,Murray,michael.murray349@gmail.com,459-928-1615,2025-10-19,standard,Port Kevinmouth,MO,13614.06
C000350,Brittany,Allen,brittany.allen350@gmail.com,827-615-3966,2025-11-06,premium,Amybury,HI,22710.29
C000351,Elaine,Miller,elaine.miller351@hotmail.com,971-997-5817,2024-03-08,vip,Stephanieland,PA,1785.25
C000352,Daniel,Cervantes,daniel.cervantes352@yahoo.com,570-132-9022,2025-05-12,standard,Petershire,NV,7690.3
C000353,James,Maldonado,james.maldonado353@yahoo.com,494-651-9098,2025-02-25,premium,Port Kelly,MN,14230.18
C000354,Rachel,Faulkner,rachel.faulkner354@gmail.com,851-403-6965,2025-01-23,standard,Jamesside,IL,3108.84
C000355,Elaine,Wells,elaine.wells355@gmail.com,865-624-2201,2026-03-12,premium,East Jenniferfort,TN,17493.34
C000356,Samuel,Branch,samuel.branch356@gmail.com,267-969-2786,2025-10-13,new,Cruzbury,HI,12511.8
C000357,Roger,Smith,roger.smith357@yahoo.com,384-689-5009,2025-06-28,standard,Danielfort,UT,2011.05
C000358,Christopher,Cross,christopher.cross358@hotmail.com,478-189-1371,2026-05-06,standard,Chloemouth,ND,10800.72
C000359,Kimberly,Harrison,kimberly.harrison359@hotmail.com,795-654-4209,2024-09-23,standard,Bryanfort,OR,6259.2
C000360,Gary,Williams,gary.williams360@yahoo.com,904-712-8144,2023-12-31,standard,Joshuaview,AL,24047.78
C000361,Judith,Munoz,judith.munoz361@hotmail.com,275-243-7280,2024-11-22,vip,East Caitlinberg,MP,14379.98
C000362,Tyler,Chaney,tyler.chaney362@yahoo.com,372-395-0410,2024-02-24,new,Rossport,NJ,24989.31
C000363,Julie,Goodwin,julie.goodwin363@hotmail.com,366-742-8604,2025-05-06,premium,Gregoryhaven,TX,6737.78
C000364,Stephanie,Davis,stephanie.davis364@hotmail.com,569-454-4149,2025-02-05,standard,Mejiabury,VA,18906.72
C000365,Emily,Townsend,emily.townsend365@hotmail.com,525-800-1061,2025-09-01,standard,Lake Seanbury,VA,16287.74
C000366,Justin,Lee,justin.lee366@gmail.com,910-939-1119,2023-12-27,new,Douglasshire,AS,4537.23
C000367,Tammy,Kemp,tammy.kemp367@hotmail.com,244-717-4654,2024-02-15,premium,West Kimberlyfurt,MS,15869.62
C000368,Marvin,Brown,marvin.brown368@yahoo.com,271-739-6271,2024-01-18,standard,Robinsonville,PW,2281.06
C000369,Scott,Green,scott.green369@gmail.com,119-470-7200,2026-04-06,standard,Adamsmouth,MH,8332.71
C000370,Peter,Smith,peter.smith370@hotmail.com,776-618-3067,2023-12-14,premium,Mathewport,MO,21443.33
C000371,Brian,Shea,brian.shea371@hotmail.com,158-517-4328,2023-08-09,standard,Guerreroport,UT,17341.84
C000372,Peter,Rodriguez,peter.rodriguez372@hotmail.com,571-732-0309,2024-06-13,standard,Priceside,SD,23629.84
C000373,Kyle,Ferguson,kyle.ferguson373@yahoo.com,005-050-6138,2025-05-21,vip,Lake Beth,CA,13752.42
C000374,Benjamin,Thomas,benjamin.thomas374@hotmail.com,079-032-0204,2023-11-07,standard,Carrshire,CA,7862.93
C000375,Lisa,Rodriguez,lisa.rodriguez375@yahoo.com,993-136-5651,2026-05-06,standard,West Mary,WY,24254.62
C000376,Jason,Williams,jason.williams376@gmail.com,511-426-2582,2025-04-20,standard,New Billy,CT,12864.91
C000377,Kylie,Chen,kylie.chen377@yahoo.com,207-100-2194,2025-03-16,new,Schwartzborough,FL,16441.51
C000378,Danielle,Mills,danielle.mills378@yahoo.com,329-092-7914,2024-11-30,standard,Smithbury,ID,10331.19
C000379,David,Moreno,david.moreno379@gmail.com,958-837-3403,2023-12-01,standard,Lake Megan,PW,9044.48
C000380,Thomas,Thompson,thomas.thompson380@hotmail.com,005-436-4597,2023-08-15,premium,Lake Brianside,HI,15635.22
C000381,Eric,Johnson,eric.johnson381@hotmail.com,113-799-5635,2024-05-31,premium,West Jeremybury,WA,5088.96
C000382,Robert,Gonzalez,robert.gonzalez382@gmail.com,179-706-2397,2024-03-11,standard,Brooksmouth,VA,23191.82
C000383,James,Howard,james.howard383@yahoo.com,352-090-4217,2025-05-21,standard,Jacksonmouth,IN,17456.25
C000384,Olivia,Munoz,olivia.munoz384@hotmail.com,929-831-6873,2025-12-13,standard,Hoodview,AL,24328.67
C000385,Jessica,Fitzgerald,jessica.fitzgerald385@gmail.com,356-939-2906,2023-08-16,premium,South Jessicahaven,AZ,5982.44
C000386,Ronald,Foster,ronald.foster386@hotmail.com,177-318-0632,2024-12-16,standard,Johnland,AK,13770.98
C000387,Timothy,Torres,timothy.torres387@hotmail.com,799-077-2625,2026-02-06,premium,Padillatown,VI,2330.23
C000388,Courtney,Cruz,courtney.cruz388@hotmail.com,580-464-9893,2026-05-07,new,New Nicoleton,NY,22823.25
C000389,Sierra,Leonard,sierra.leonard389@gmail.com,165-790-5528,2026-06-07,standard,New Jennaborough,DC,2936.65
C000390,Tina,Allen,tina.allen390@gmail.com,793-355-4864,2023-09-01,vip,West Michaelfort,NY,12459.39
C000391,Alisha,Martinez,alisha.martinez391@hotmail.com,884-795-1371,2023-10-11,premium,Hurstport,CA,12721.8
C000392,Daniel,Hill,daniel.hill392@hotmail.com,272-380-4682,2025-06-14,standard,Roberttown,LA,20868.1
C000393,Jaime,Johnson,jaime.johnson393@gmail.com,856-955-7988,2025-04-30,new,Torresberg,MH,6093.27
C000394,Kristina,Jackson,kristina.jackson394@yahoo.com,375-402-5472,2026-01-25,premium,Lake Amanda,HI,9589.65
C000395,Teresa,Franco,teresa.franco395@hotmail.com,223-105-9274,2025-01-03,new,East Anna,AZ,12706.02
C000396,Elizabeth,Spence,elizabeth.spence396@gmail.com,578-284-1067,2024-01-20,new,Reillyberg,AL,21600.67
C000397,Tara,Payne,tara.payne397@hotmail.com,547-492-9751,2025-06-22,standard,East Ericaville,ME,19750.15
C000398,Angel,Williamson,angel.williamson398@gmail.com,751-509-3983,2024-08-13,standard,North Christopher,PR,23356.21
C000399,Sean,Powers,sean.powers399@gmail.com,863-759-9805,2025-02-15,standard,Lake Melissa,MN,20513.74
C000400,Paul,Smith,paul.smith400@yahoo.com,547-813-7674,2024-02-18,standard,Chandlerchester,DC,7463.9
C000401,Mary,Harper,mary.harper401@gmail.com,347-851-9610,2025-03-06,premium,Robertside,NH,24972.56
C000402,Jennifer,Fischer,jennifer.fischer402@gmail.com,326-487-0494,2025-07-15,standard,Walkertown,FL,3714.89
C000403,Jose,Blanchard,jose.blanchard403@hotmail.com,714-627-3014,2025-07-13,standard,New Julieshire,NJ,8628.1
C000404,Ariana,Oneill,ariana.oneill404@hotmail.com,715-890-4290,2024-01-22,premium,Stevenberg,MI,13585.75
C000405,Frank,Nelson,frank.nelson405@yahoo.com,504-481-8321,2025-12-25,standard,New Marcus,MD,8044.43
C000406,Margaret,Cohen,margaret.cohen406@yahoo.com,451-895-2028,2024-08-19,standard,Kimberlychester,MA,17437.46
C000407,Samantha,Martin,samantha.martin407@gmail.com,283-389-8881,2025-03-18,premium,Moonville,GU,5839.06
C000408,David,Smith,david.smith408@yahoo.com,452-798-5240,2023-12-10,premium,East Melissa,FL,1091.18
C000409,Hailey,Parker,hailey.parker409@gmail.com,216-110-7603,2023-11-23,premium,Port Donnashire,AR,17630.7
C000410,Taylor,Kerr,taylor.kerr410@gmail.com,140-119-3932,2026-04-15,vip,Anthonyberg,PR,9651.97
C000411,Julie,Ramirez,julie.ramirez411@hotmail.com,552-893-8911,2025-11-23,premium,New Jayborough,LA,20518.69
C000412,George,Webster,george.webster412@gmail.com,138-759-2712,2024-12-11,new,Colemanhaven,IN,12383.22
C000413,Rick,Juarez,rick.juarez413@yahoo.com,171-827-5480,2023-10-14,standard,Tristanfurt,LA,12557.28
C000414,Stephen,Fitzgerald,stephen.fitzgerald414@hotmail.com,738-646-3175,2024-03-13,premium,Lake Travisville,MO,21742.51
C000415,Samuel,Barrett,samuel.barrett415@gmail.com,126-691-2153,2024-11-16,new,New Megan,MO,11007.66
C000416,David,Massey,david.massey416@hotmail.com,749-946-5796,2025-06-30,standard,Dylanmouth,CT,11423.2
C000417,David,Burns,david.burns417@gmail.com,201-017-0269,2026-04-29,premium,Ericville,WV,10249.47
C000418,Charles,Walton,charles.walton418@yahoo.com,734-778-4858,2025-10-05,premium,Port Anthonychester,FM,3859.03
C000419,Robin,Reyes,robin.reyes419@yahoo.com,677-002-8427,2025-04-08,standard,West Jennifer,NM,24230.09
C000420,Kathryn,Carroll,kathryn.carroll420@yahoo.com,889-778-2806,2024-07-22,standard,Garzafurt,RI,17317.61
C000421,Erica,Miranda,erica.miranda421@yahoo.com,500-902-5590,2026-02-04,premium,Oscarchester,MI,21294.13
C000422,Victoria,Jenkins,victoria.jenkins422@gmail.com,333-491-1415,2024-02-27,new,New Markmouth,TN,21483.55
C000423,Michelle,Bradley,michelle.bradley423@yahoo.com,407-905-6965,2025-11-14,standard,Port Tracyborough,MA,7916.53
C000424,Tyler,Cain,tyler.cain424@hotmail.com,529-456-3718,2024-05-06,premium,Josephport,OK,18985.05
C000425,Richard,Perez,richard.perez425@hotmail.com,191-954-1987,2025-04-02,new,West Laura,SD,897.48
C000426,Madison,Wagner,madison.wagner426@yahoo.com,685-366-4987,2026-04-17,standard,North Courtney,NC,15779.03
C000427,Michelle,Ray,michelle.ray427@gmail.com,748-969-0835,2025-05-27,new,East Edward,TX,24935.65
C000428,Kathy,Richard,kathy.richard428@yahoo.com,513-644-2493,2025-02-28,premium,North Edward,AK,10849.29
C000429,John,Wilcox,john.wilcox429@yahoo.com,786-603-2420,2024-07-14,standard,Donnaburgh,SD,15843.7
C000430,Melissa,Stuart,melissa.stuart430@yahoo.com,001-594-1651,2025-02-14,new,East Daniel,WA,11091.96
C000431,Vincent,Martinez,vincent.martinez431@hotmail.com,984-713-9155,2025-12-02,premium,Shafferbury,NE,22585.6
C000432,Jeffery,Rodriguez,jeffery.rodriguez432@gmail.com,476-490-7851,2024-10-12,standard,Wellsbury,KY,19903.59
C000433,Natasha,Giles,natasha.giles433@yahoo.com,754-090-0348,2025-01-26,standard,Daniellestad,MH,9371.03
C000434,Lisa,Martinez,lisa.martinez434@gmail.com,760-644-1343,2024-02-12,standard,Welchchester,WY,13279.16
C000435,Austin,Delacruz,austin.delacruz435@yahoo.com,765-612-4815,2025-03-23,premium,Shawntown,WV,19812.99
C000436,Brett,May,brett.may436@hotmail.com,720-634-5911,2024-02-09,standard,New Jennifer,WI,1974.21
C000437,Maria,Hines,maria.hines437@hotmail.com,657-724-2954,2024-04-12,new,South Michaelfurt,FM,15492.76
C000438,Nicholas,Davenport,nicholas.davenport438@hotmail.com,300-893-1734,2026-06-02,standard,North Richard,NE,22820.73
C000439,Caroline,Hernandez,caroline.hernandez439@yahoo.com,291-086-7713,2024-04-19,standard,Port Lisa,KY,11528.75
C000440,Keith,Snyder,keith.snyder440@gmail.com,639-343-6262,2023-07-23,standard,Theresabury,RI,6383.17
C000441,Shannon,Wright,shannon.wright441@hotmail.com,710-725-6366,2025-12-22,standard,Charlesside,AR,20115.83
C000442,Brett,Galvan,brett.galvan442@yahoo.com,599-004-8964,2025-02-11,new,Davidside,AZ,16940.27
C000443,Beverly,Green,beverly.green443@hotmail.com,757-215-8624,2023-12-07,standard,Bradleyberg,NM,11043.24
C000444,Monica,Davenport,monica.davenport444@hotmail.com,564-494-8562,2024-10-11,standard,Gallagherberg,OH,14689.29
C000445,Melissa,Sandoval,melissa.sandoval445@yahoo.com,032-032-0742,2025-06-03,premium,Wilsonfort,AZ,10607.72
C000446,Scott,Zhang,scott.zhang446@hotmail.com,777-121-5134,2024-03-15,standard,Lake William,KY,21132.6
C000447,Anna,Alvarado,anna.alvarado447@gmail.com,908-926-1371,2024-10-31,standard,West Erinville,MO,9617.33
C000448,Nathaniel,Hickman,nathaniel.hickman448@gmail.com,520-177-7490,2024-11-01,standard,Lake Cindymouth,MD,5930.14
C000449,Stacey,Cooke,stacey.cooke449@hotmail.com,230-450-1896,2023-10-30,premium,Scottbury,WI,14370.3
C000450,Michelle,Davis,michelle.davis450@gmail.com,266-421-4764,2026-05-08,new,West Elizabeth,MP,7380.77
C000451,Michael,Gonzalez,michael.gonzalez451@yahoo.com,674-996-1659,2024-03-24,new,Mccoyland,AZ,16455.75
C000452,William,Mcpherson,william.mcpherson452@hotmail.com,327-881-4761,2025-06-19,standard,Edgarberg,TX,14148.23
C000453,Rebecca,Skinner,rebecca.skinner453@hotmail.com,649-081-0818,2025-03-30,premium,Davisshire,GU,18616.72
C000454,Jon,Scott,jon.scott454@gmail.com,801-722-6016,2026-06-07,standard,Leemouth,WV,15160.16
C000455,Ellen,Hanson,ellen.hanson455@yahoo.com,523-219-4168,2023-07-06,standard,South Darrylburgh,SD,22603.88
C000456,Thomas,Holt,thomas.holt456@hotmail.com,974-995-6412,2024-01-04,standard,East Danieltown,UT,19971.5
C000457,Tara,Trevino,tara.trevino457@gmail.com,723-683-1472,2025-06-14,premium,Johnsonburgh,MH,8808.02
C000458,Elijah,Park,elijah.park458@yahoo.com,707-933-4960,2024-11-08,premium,North Crystalchester,MT,15522.28
C000459,Melinda,Mclaughlin,melinda.mclaughlin459@hotmail.com,840-767-8997,2024-06-03,premium,New Andrewshire,MD,18023.21
C000460,Angela,Adams,angela.adams460@hotmail.com,671-795-7602,2024-08-29,premium,South Maurice,IN,20958.43
C000461,William,Matthews,william.matthews461@hotmail.com,597-246-6572,2026-01-29,premium,West Hannah,CO,22585.09
