record_id,source_system,first_name,last_name,email,email_id,phone,phone_id,address_id,dob,ground_truth_id,account_status
R0000628,CRM,Heather,Thompson,heather.thompson312@hotmail.com,EM000312,(672) 946-6711,PH000312,AD000312,1957-11-01,312,active
R0000636,CRM,William,Arnold,william.arnold317@yahoo.com,EM000317,+13242415415,PH000317,AD000317,1998-05-27,317,active
R0000638,CRM,Miguel,Carpenter,miguel.carpenter318@hotmail.com,EM000318,(206) 436-1103,PH000318,AD000318,1954-01-10,318,lapsed
R0000639,CRM,jebecca,Nichols,rebecca.nichols319@gmail.com,EM000319,7129387005,PH000319,AD000319,1993-04-05,319,active
R0000642,CRM,Thomas,Jackson,thomas.jackson320@gmail.com,EM000320,+11627136111,PH000320,AD000320,1958-01-10,320,vip
R0000644,CRM,Cassandra,Kent,cassandra.kent321@hotmail.com,EM000321,(554) 262-2189,PH000321,AD000321,1973-10-07,321,lapsed
R0000646,CRM,Tracey,Coffey,tracey.coffey322@hotmail.com,EM000322,(092) 753-2697,PH000322,AD000322,1954-01-04,322,lapsed
R0000648,CRM,Samantha,Walsh,samantha.walsh324@yahoo.com,EM000324,2341389994,PH000324,AD000324,1951-02-26,324,lapsed
R0000650,CRM,Emily,Decker,emily.decker325@gmail.com,EM000325,0438983640,PH000325,AD000325,1956-04-25,325,vip
R0000654,CRM,Melissa,Andebson,melissa.anderson326@hotmail.com,EM000326,+13761379180,PH000326,AD000326,1955-06-22,326,vip
R0000656,CRM,Joshua,Brown,joshua.brown327@yahoo.com,EM000327,5526965827,PH000327,AD000327,1994-03-20,327,vip
R0000657,CRM,Daniee,Alexander,daniel.alexander328@yahoo.com,EM000328,+11091043006,PH000328,AD000328,1972-11-17,328,active
R0000660,CRM,Wendy,Holland,wendy.holland330@yahoo.com,EM000330,241-418-3285,PH000330,AD000330,1959-12-17,330,vip
R0000662,CRM,Austin,Johnson,austin.johnson331@hotmail.com,EM000331,691-463-0316,PH000331,AD000331,1954-04-02,331,lapsed
R0000665,CRM,Matthew,Le,matthew.le332@yahoo.com,EM000332,+11799042102,PH000332,AD000332,1953-07-21,332,lapsed
R0000667,CRM,John,Banks,john.banks333@gmail.com,EM000333,(027) 588-4252,PH000333,AD000333,1992-04-30,333,lapsed
R0000671,CRM,Jeffreg,Brock,jeffrey.brock334@yahoo.com,EM000334,+14105648149,PH000334,AD000334,1978-09-08,334,active
R0000674,CRM,Heather,Sparks,heather.sparks336@yahoo.com,EM000336,2419138000,PH000336,AD000336,1993-02-11,336,lapsed
R0000681,CRM,Heather,Brown,heather.brown341@gmail.com,EM000341,+14937597383,PH000341,AD000341,1989-10-11,341,lapsed
R0000683,CRM,Robin,Villanueva,robin.villanueva343@yahoo.com,EM000343,641-383-6702,PH000343,AD000343,1951-04-13,343,lapsed
R0000685,CRM,Heather,Russell,heather.russell344@gmail.com,EM000344,+14103865719,PH000344,AD000344,1981-12-29,344,lapsed
R0000690,CRM,Christfpher,Gilmore,christopher.gilmore346@hotmail.com,EM000346,3445655743,PH000346,AD000346,1988-08-05,346,active
R0000691,CRM,Jenna,Harris,jenna.harris347@yahoo.com,EM000347,132-912-1277,PH000347,AD000347,1996-09-22,347,active
R0000695,CRM,Rodney,Brown,rodney.brown348@yahoo.com,EM000348,561-853-7474,PH000348,AD000348,1977-01-08,348,lapsed
R0000696,CRM,Rachael,Roberts,rachael.roberts349@gmail.com,EM000349,+11124903521,PH000349,AD000349,1974-01-11,349,vip
R0000700,CRM,Robert,Rojhs,robert.rojas350@gmail.com,EM000350,356-804-4206,PH000350,AD000350,1962-02-14,350,vip
R0000703,CRM,Kristina,Perez,kristina.perez351@yahoo.com,EM000351,+17883171210,PH000351,AD000351,1959-01-16,351,active
R0000705,CRM,Stacie,Reilly,stacie.reilly353@gmail.com,EM000353,+11013721510,PH000353,AD000353,1973-06-26,353,active
R0000706,CRM,Hannah,Dennis,hannah.dennis354@gmail.com,EM000354,(702) 966-7066,PH000354,AD000354,1991-10-27,354,active
R0000709,CRM,Daniehle,Siova,danielle.silva355@gmail.com,EM000355,(253) 244-7209,PH000355,AD000355,1973-11-28,355,vip
R0000712,CRM,Michaec,Madden,michael.madden356@hotmail.com,EM000356,9934768701,PH000356,AD000356,1964-07-29,356,lapsed
R0000713,CRM,Kevin,Mcneil,kevin.mcneil357@hotmail.com,EM000357,+14626383806,PH000357,AD000357,1953-04-23,357,lapsed
R0000714,CRM,Mackenzie,Turner,mackenzie.turner358@hotmail.com,EM000358,(578) 759-8564,PH000358,AD000358,1952-05-15,358,active
R0000719,CRM,Steven,Steele,steven.steele360@yahoo.com,EM000360,5932133480,PH000360,AD000360,1991-03-08,360,active
R0000723,CRM,Wesley,Deckmr,wesley.decker362@hotmail.com,EM000362,905-992-9378,PH000362,AD000362,1986-01-13,362,active
R0000725,CRM,Antonio,Keller,antonio.keller364@hotmail.com,EM000364,870-593-2525,PH000364,AD000364,1963-01-04,364,active
R0000728,CRM,Ellen,Johison,ellen.johnson365@gmail.com,EM000365,0029218515,PH000365,AD000365,1986-12-27,365,vip
R0000731,CRM,Adam,Swanson,adam.swanson366@gmail.com,EM000366,6915452267,PH000366,AD000366,1957-12-10,366,lapsed
R0000732,CRM,April,Simpson,april.simpson367@yahoo.com,EM000367,5289539264,PH000367,AD000367,1963-04-14,367,lapsed
R0000740,CRM,Karen,Saunders,karen.saunders371@yahoo.com,EM000371,(154) 100-6762,PH000371,AD000371,1976-07-17,371,vip
R0000743,CRM,Shannon,Farrell,shannon.farrell372@yahoo.com,EM000372,676-586-1793,PH000372,AD000372,1982-10-27,372,vip
R0000745,CRM,Anna,Moore,anna.moore373@gmail.com,EM000373,2710405411,PH000373,AD000373,1990-03-05,373,lapsed
R0000749,CRM,Anthony,Vance,anthony.vance374@yahoo.com,EM000374,5262181599,PH000374,AD000374,1987-01-28,374,lapsed
R0000757,CRM,James,Gutierrez,james.gutierrez379@yahoo.com,EM000379,(171) 467-7418,PH000379,AD000379,1988-07-13,379,vip
R0000761,CRM,Carolyn,Camacho,carolyn.camacho381@yahoo.com,EM000381,(743) 490-2115,PH000381,AD000381,1958-10-04,381,lapsed
R0000768,CRM,Kyle,Mullen,kyle.mullen384@yahoo.com,EM000384,+18992172233,PH000384,AD000384,1961-05-04,384,active
R0000771,CRM,Ruth,Welch,ruth.welch385@hotmail.com,EM000385,206-163-2945,PH000385,AD000385,1981-04-12,385,vip
R0000775,CRM,James,Perry,james.perry388@gmail.com,EM000388,991-191-4856,PH000388,AD000388,1975-06-22,388,active
R0000776,CRM,George,Bradley,george.bradley389@gmail.com,EM000389,4679970246,PH000389,AD000389,1969-09-10,389,lapsed
R0000780,CRM,Jessika,Lopez,jessica.lopez390@gmail.com,EM000390,+12996065307,PH000390,AD000390,1997-03-05,390,vip
R0000782,CRM,Jason,Reyes,jason.reyes391@yahoo.com,EM000391,(450) 544-4713,PH000391,AD000391,1959-06-08,391,vip
R0000785,CRM,Tammy,Hansen,tammy.hansen392@hotmail.com,EM000392,(247) 546-9137,PH000392,AD000392,1959-02-20,392,lapsed
R0000789,CRM,Justin,Zavala,justin.zavala396@gmail.com,EM000396,610-357-9727,PH000396,AD000396,2000-05-28,396,vip
R0000793,CRM,Rebecca,Robles,rebecca.robles397@gmail.com,EM000397,+19855241406,PH000397,AD000397,1956-07-03,397,lapsed
R0000794,CRM,Afdrew,Clark,andrew.clark398@yahoo.com,EM000398,+10293333468,PH000398,AD000398,1968-09-15,398,active
R0000798,CRM,Anna,Henderson,anna.henderson399@yahoo.com,EM000399,0072290349,PH000399,AD000399,1970-11-17,399,lapsed
R0000800,CRM,Edgar,Anderson,edgar.anderson400@yahoo.com,EM000400,4466574374,PH000400,AD000400,1999-06-15,400,active
R0000803,CRM,Lee,Ramsey,lee.ramsey402@hotmail.com,EM000402,9441715454,PH000402,AD000402,1982-11-26,402,vip
R0000807,CRM,Debra,Graham,debra.graham404@hotmail.com,EM000404,+12074466609,PH000404,AD000404,1990-04-05,404,lapsed
R0000810,CRM,John,Phillips,john.phillips405@yahoo.com,EM000405,935-387-5842,PH000405,AD000405,1990-08-28,405,active
R0000813,CRM,Jenny,Mcconnell,jenny.mcconnell406@yahoo.com,EM000406,+18241724825,PH000406,AD000406,1958-05-24,406,lapsed
R0000815,CRM,Troy,Mcmillan,troy.mcmillan407@yahoo.com,EM000407,1353465549,PH000407,AD000407,1999-02-08,407,active
R0000817,CRM,Diane,Anderson,diane.anderson408@yahoo.com,EM000408,(471) 709-9917,PH000408,AD000408,,408,vip
R0000820,CRM,Kevin,Clark,kevin.clark409@gmail.com,EM000409,(381) 684-6022,PH000409,AD000409,1965-09-07,409,vip
R0000822,CRM,Tom,Chaney,tom.chaney410@yahoo.com,EM000410,+13569725217,PH000410,AD000410,1991-12-04,410,lapsed
R0000826,CRM,Kimberly,Meza,kimberly.meza411@hotmail.com,EM000411,525-007-4329,PH000411,AD000411,1957-03-11,411,lapsed
R0000830,CRM,Margaret,Mccullough,margaret.mccullough415@hotmail.com,EM000415,+19421044789,PH000415,AD000415,,415,lapsed
R0000832,CRM,Brittany,Allen,brittany.allen417@yahoo.com,EM000417,033-230-9821,PH000417,AD000417,1966-07-03,417,lapsed
R0000834,CRM,Linda,Zhang,linda.zhang418@hotmail.com,EM000418,+15064890901,PH000418,AD000418,1981-05-08,418,vip
R0000836,CRM,Corey,Dawson,corey.dawson419@yahoo.com,EM000419,0016761847,PH000419,AD000419,1968-05-19,419,vip
R0000837,CRM,Breanna,Fields,breanna.fields420@yahoo.com,EM000420,2304618499,PH000420,AD000420,1988-06-23,420,active
R0000841,CRM,Pamela,Ledis,pamela.lewis422@hotmail.com,EM000422,(393) 483-5642,PH000422,AD000422,1981-01-20,422,lapsed
R0000843,CRM,Dawn,Miller,dawn.miller424@hotmail.com,EM000424,1972181143,PH000424,AD000424,1998-06-15,424,vip
R0000847,CRM,Douglas,Scott,douglas.scott426@gmail.com,EM000426,5611002255,PH000426,AD000426,1972-07-01,426,lapsed
R0000849,CRM,Jonjthan,David,jonathan.david427@gmail.com,EM000427,+17941552166,PH000427,AD000427,1952-05-27,427,vip
R0000851,CRM,Rick,Hall,rick.hall428@gmail.com,EM000428,746-762-1202,PH000428,AD000428,1987-01-06,428,lapsed
R0000854,CRM,Brandon,Stevenson,brandon.stevenson430@hotmail.com,EM000430,(902) 771-6701,PH000430,AD000430,1998-08-07,430,active
R0000857,CRM,Chris,Johnson,chris.johnson432@hotmail.com,EM000432,9163756289,PH000432,AD000432,1969-07-26,432,lapsed
R0000862,CRM,Andrew,Booker,andrew.booker435@hotmail.com,EM000435,177-971-7751,PH000435,AD000435,1975-01-13,435,lapsed
R0000866,CRM,Zachary,Williams,zachary.williams436@hotmail.com,EM000436,7016608801,PH000436,AD000436,1955-07-03,436,lapsed
R0000868,CRM,Samuel,Davis,samuel.davis438@yahoo.com,EM000438,(375) 899-7571,PH000438,AD000438,1996-07-17,438,active
R0000871,CRM,Brian,Williams,brian.williams439@yahoo.com,EM000439,+11305548851,PH000439,AD000439,1972-10-08,439,lapsed
R0000872,CRM,Briana,Rodriguez,briana.rodriguez440@gmail.com,EM000440,+10272614933,PH000440,AD000440,1954-07-21,440,vip
R0000875,CRM,Shawn,Mccormick,shawn.mccormick443@gmail.com,EM000443,(869) 782-9221,PH000443,AD000443,1955-06-15,443,lapsed
R0000877,CRM,Gregory,Green,gregory.green445@gmail.com,EM000445,654-722-6984,PH000445,AD000445,1986-04-17,445,active
R0000882,CRM,Brenda,Dickemson,brenda.dickerson447@yahoo.com,EM000447,288-515-8799,PH000447,AD000447,1976-11-05,447,vip
R0000886,CRM,Jeffrey,Harris,jeffrey.harris449@gmail.com,EM000449,+10034244204,PH000449,AD000449,1992-09-14,449,active
R0000890,CRM,Matthew,Hayes,matthew.hayes450@yahoo.com,EM000450,(380) 571-9838,PH000450,AD000450,1955-10-03,450,active
R0000893,CRM,Kristi,House,kristi.house451@gmail.com,EM000451,+16384066658,PH000451,AD000451,1991-07-17,451,vip
R0000896,CRM,Whitney,Murilmo,whitney.murillo452@hotmail.com,EM000452,0043973598,PH000452,AD000452,,452,lapsed
R0000902,CRM,Chad,Brown,chad.brown456@hotmail.com,EM000456,(947) 985-1583,PH000456,AD000456,1971-07-08,456,lapsed
R0000903,CRM,eyan,Mckinney,ryan.mckinney457@yahoo.com,EM000457,+12818268861,PH000457,AD000457,1954-10-15,457,active
R0000908,CRM,hakayla,bacobs,makayla.jacobs458@gmail.com,EM000458,+15335554398,PH000458,AD000458,2000-05-01,458,vip
R0000909,CRM,Ryan,Crum,ryan.cruz459@hotmail.com,EM000459,780-157-3993,PH000459,AD000459,1995-10-20,459,vip
R0000911,CRM,Sabrina,Wolfe,sabrina.wolfe460@hotmail.com,EM000460,0561648408,PH000460,AD000460,1984-11-15,460,vip
R0000912,CRM,Bradley,Johnsoj,bradley.johnson461@hotmail.com,EM000461,(588) 770-4358,PH000461,AD000461,1998-12-30,461,lapsed
R0000917,CRM,Stephanie,Taylor,stephanie.taylor462@yahoo.com,EM000462,1128801336,PH000462,AD000462,1969-01-11,462,vip
R0000918,CRM,Eric,Howard,eric.howard463@gmail.com,EM000463,(138) 612-0750,PH000463,AD000463,1950-10-02,463,vip
R0000920,CRM,Brandon,Bennett,brandon.bennett464@gmail.com,EM000464,110-248-1934,PH000464,AD000464,1995-08-18,464,lapsed
R0000922,CRM,Gary,Jackson,gary.jackson465@yahoo.com,EM000465,6676650618,PH000465,AD000465,1972-06-10,465,vip
R0000925,CRM,Tonya,Garcia,tonya.garcia467@hotmail.com,EM000467,+14914766072,PH000467,AD000467,1951-08-21,467,vip
R0000929,CRM,Christopher,Taylor,christopher.taylor469@yahoo.com,EM000469,(882) 100-9968,PH000469,AD000469,1966-01-08,469,lapsed
R0000933,CRM,Melanie,Rivera,melanie.rivera470@gmail.com,EM000470,+18143536822,PH000470,AD000470,1955-03-14,470,vip
R0000934,CRM,Stephanie,Williams,stephanie.williams471@gmail.com,EM000471,(239) 431-2908,PH000471,AD000471,1962-06-11,471,vip
R0000938,CRM,Andrew,James,andrew.james473@gmail.com,EM000473,5523149135,PH000473,AD000473,1963-10-03,473,lapsed
R0000944,CRM,John,Lane,john.lane476@hotmail.com,EM000476,(257) 775-4781,PH000476,AD000476,1971-01-01,476,active
R0000946,CRM,Vincent,Ferguson,vincent.ferguson477@yahoo.com,EM000477,(291) 428-3411,PH000477,AD000477,1997-10-27,477,active
R0000950,CRM,Kathleen,pmith,kathleen.smith480@yahoo.com,EM000480,+12788165803,PH000480,AD000480,1973-05-15,480,vip
R0000954,CRM,Cassandra,Rogers,cassandra.rogers481@hotmail.com,EM000481,+19282722992,PH000481,AD000481,1958-10-19,481,active
R0000960,CRM,Katie,Robinson,katie.robinson485@yahoo.com,EM000485,5918463865,PH000485,AD000485,1988-09-03,485,active
R0000963,CRM,Tammy,Kim,tammy.kim486@gmail.com,EM000486,+15779082723,PH000486,AD000486,1959-02-08,486,active
R0000968,CRM,Brittany,Rodriguez,brittany.rodriguez488@gmail.com,EM000488,(365) 177-7392,PH000488,AD000488,1989-06-30,488,active
R0000975,CRM,Barbara,Ramos,barbara.ramos491@yahoo.com,EM000491,9041379772,PH000491,AD000491,1958-06-03,491,active
R0000978,CRM,Darryl,Martinez,darryl.martinez493@hotmail.com,EM000493,+15799136621,PH000493,AD000493,1958-12-16,493,active
R0000981,CRM,Cory,Brown,cory.brown494@hotmail.com,EM000494,+10388629127,PH000494,AD000494,1997-09-29,494,active
R0000983,CRM,Hector,Peters,hector.peters495@yahoo.com,EM000495,+19908811729,PH000495,AD000495,1979-03-23,495,active
R0000987,CRM,Benjamin,Thomas,benjamin.thomas497@gmail.com,EM000497,+17659916247,PH000497,AD000497,1994-08-27,497,active
R0000990,CRM,Rebecca,Ross,rebecca.ross498@gmail.com,EM000498,3149864300,PH000498,AD000498,1976-03-22,498,vip
R0000993,CRM,Anthony,Munoz,anthony.munoz499@gmail.com,EM000499,9818063565,PH000499,AD000499,1957-07-31,499,active
R0000994,CRM,Kirsten,Martinez,kirsten.martinez500@hotmail.com,EM000500,(126) 944-8695,PH000500,AD000500,2000-11-18,500,active
R0000999,CRM,Erica,Kramer,erica.kramer501@hotmail.com,EM000501,+19463688725,PH000501,AD000501,1978-11-24,501,vip
R0001000,CRM,Jasmine,White,jasmine.white502@yahoo.com,EM000502,887-449-5621,PH000502,AD000502,1989-08-02,502,vip
R0001001,CRM,Brian,Paul,brian.paul503@hotmail.com,EM000503,3721386589,PH000503,AD000503,,503,active
R0001005,CRM,Christina,Murphy,christina.murphy506@yahoo.com,EM000506,849-027-7038,PH000506,AD000506,1983-08-09,506,vip
R0001009,CRM,Tracy,Simpson,tracy.simpson509@hotmail.com,EM000509,(938) 011-8489,PH000509,AD000509,1966-07-13,509,active
R0001016,CRM,Michelde,Gamble,michelle.gamble511@gmail.com,EM000511,4268181845,PH000511,AD000511,1951-08-21,511,vip
R0001020,CRM,Luis,Williams,luis.williams513@gmail.com,EM000513,(357) 790-7141,PH000513,AD000513,1995-12-16,513,active
R0001021,CRM,Alexander,Arnold,alexander.arnold514@gmail.com,EM000514,(633) 565-8804,PH000514,AD000514,1994-12-19,514,lapsed
R0001025,CRM,Lisa,Lee,lisa.lee515@yahoo.com,EM000515,3416518275,PH000515,AD000515,1988-07-26,515,lapsed
R0001027,CRM,Theresa,Jacobson,theresa.jacobson516@yahoo.com,EM000516,5394237333,PH000516,AD000516,1997-08-25,516,vip
R0001030,CRM,Alan,Mcfarland,alan.mcfarland518@hotmail.com,EM000518,+11790807595,PH000518,AD000518,1959-06-27,518,vip
R0001034,CRM,Mark,Bmown,mark.brown520@gmail.com,EM000520,2086780856,PH000520,AD000520,,520,active
R0001038,CRM,Bonnie,Mornon,bonnie.morton521@yahoo.com,EM000521,271-875-0036,PH000521,AD000521,1983-10-25,521,active
R0001040,CRM,Sherry,White,sherry.white522@yahoo.com,EM000522,915-594-2843,PH000522,AD000522,1986-04-14,522,lapsed
R0001043,CRM,Derrick,Christenien,derrick.christensen523@gmail.com,EM000523,479-552-7636,PH000523,AD000523,1957-09-03,523,active
R0001044,CRM,Amy,Meyers,amy.meyers524@hotmail.com,EM000524,(556) 472-9293,PH000524,AD000524,1987-06-06,524,lapsed
R0001046,CRM,David,Bryan,david.bryan525@gmail.com,EM000525,1438663227,PH000525,AD000525,1957-12-06,525,active
R0001049,CRM,Jeffrey,Huber,jeffrey.huber526@yahoo.com,EM000526,(026) 728-8574,PH000526,AD000526,1997-03-13,526,vip
R0001051,CRM,Kevin,Roth,kevin.roth527@yahoo.com,EM000527,489-061-2034,PH000527,AD000527,1982-12-29,527,active
R0001052,CRM,Lisa,Wilson,lisa.wilson528@yahoo.com,EM000528,7175455884,PH000528,AD000528,1976-07-06,528,lapsed
R0001056,CRM,Robert,Crawford,robert.crawford529@hotmail.com,EM000529,+15061593998,PH000529,AD000529,1982-09-08,529,active
R0001058,CRM,Susan,Mccall,susan.mccall530@gmail.com,EM000530,+12455877169,PH000530,AD000530,1975-09-24,530,vip
R0001062,CRM,Angela,Gallegos,angela.gallegos533@hotmail.com,EM000533,+14759876220,PH000533,AD000533,1997-07-22,533,lapsed
R0001066,CRM,Taylor,Edwards,taylor.edwards534@hotmail.com,EM000534,234-132-6111,PH000534,AD000534,1964-11-09,534,lapsed
R0001067,CRM,Carla,Avila,carla.avila535@yahoo.com,EM000535,7800681149,PH000535,AD000535,1971-11-04,535,active
R0001070,CRM,Thomas,Mclton,thomas.melton537@gmail.com,EM000537,(820) 055-7784,PH000537,AD000537,1974-12-15,537,vip
R0001072,CRM,Cindy,Bentley,cindy.bentley538@gmail.com,EM000538,8728299796,PH000538,AD000538,1961-06-04,538,lapsed
R0001073,CRM,Carlos,Ray,carlos.ray539@yahoo.com,EM000539,(884) 578-3174,PH000539,AD000539,1977-09-20,539,lapsed
R0001074,CRM,Robert,Harvey,robert.harvey540@hotmail.com,EM000540,564-240-0825,PH000540,AD000540,1954-04-27,540,active
R0001080,CRM,Thomas,Ramilez,thomas.ramirez543@gmail.com,EM000543,3266341638,PH000543,AD000543,1982-08-26,543,active
R0001083,CRM,Jason,Lewis,jason.lewis544@gmail.com,EM000544,(944) 846-3122,PH000544,AD000544,1956-09-22,544,active
R0001085,CRM,Krista,Harper,krista.harper546@gmail.com,EM000546,(020) 802-1442,PH000546,AD000546,1999-08-03,546,active
R0001088,CRM,idam,Hayes,adam.hayes547@gmail.com,EM000547,703-120-7356,PH000547,AD000547,1989-09-09,547,active
R0001090,CRM,Stephanie,Wood,stephanie.wood548@yahoo.com,EM000548,+14757051204,PH000548,AD000548,1958-02-25,548,active
R0001092,CRM,Sara,Ellis,sara.ellis549@yahoo.com,EM000549,+16187234601,PH000549,AD000549,1956-07-14,549,active
R0001094,CRM,Debra,Jensen,debra.jensen550@yahoo.com,EM000550,+13673037183,PH000550,AD000550,1958-03-24,550,lapsed
R0001097,CRM,Jajes,Harrison,james.harrison551@gmail.com,EM000551,(764) 520-8814,PH000551,AD000551,1985-10-01,551,lapsed
R0001102,CRM,Peter,Chandlem,peter.chandler553@yahoo.com,EM000553,024-916-3009,PH000553,AD000553,1980-03-15,553,lapsed
R0001107,CRM,David,Thomas,david.thomas556@yahoo.com,EM000556,585-730-6524,PH000556,AD000556,1979-01-04,556,lapsed
R0001109,CRM,Nicholas,Edwards,nicholas.edwards557@yahoo.com,EM000557,0778487392,PH000557,AD000557,1985-12-10,557,active
R0001111,CRM,Heather,Martinez,heather.martinez559@yahoo.com,EM000559,2744857086,PH000559,AD000559,1971-08-22,559,active
R0001119,CRM,Shawn,Guzman,shawn.guzman564@hotmail.com,EM000564,4053910371,PH000564,AD000564,1978-09-06,564,vip
R0001122,CRM,Michelle,Ramsey,michelle.ramsey566@gmail.com,EM000566,0141381138,PH000566,AD000566,1997-04-01,566,lapsed
R0001125,CRM,Cheyenne,Burnett,cheyenne.burnett567@yahoo.com,EM000567,6338392886,PH000567,AD000567,1966-10-21,567,vip
R0001126,CRM,Becky,Stanlee,becky.stanley568@yahoo.com,EM000568,1957612286,PH000568,AD000568,1964-11-23,568,active
R0001127,CRM,Alexander,Robinson,alexander.robinson569@yahoo.com,EM000569,(852) 897-5585,PH000569,AD000569,1965-04-28,569,vip
R0001129,CRM,Sabrina,Cruz,sabrina.cruz570@yahoo.com,EM000570,(566) 593-9836,PH000570,AD000570,1966-10-22,570,lapsed
R0001132,CRM,Alfen,Murray,allen.murray571@yahoo.com,EM000571,+18457760049,PH000571,AD000571,1979-10-03,571,lapsed
R0001135,CRM,William,Brown,william.brown572@yahoo.com,EM000572,082-404-3350,PH000572,AD000572,1957-12-29,572,lapsed
R0001136,CRM,Jeffrey,Brown,jeffrey.brown573@gmail.com,EM000573,488-899-2107,PH000573,AD000573,1998-06-21,573,active
R0001139,CRM,Caitlyn,Grmss,caitlyn.gross574@gmail.com,EM000574,(522) 459-3344,PH000574,AD000574,1995-10-05,574,lapsed
R0001143,CRM,Kimberly,Garcia,kimberly.garcia576@hotmail.com,EM000576,9194096105,PH000576,AD000576,1951-11-06,576,lapsed
R0001144,CRM,Dylan,Jenkins,dylan.jenkins577@gmail.com,EM000577,+15661390604,PH000577,AD000577,1969-01-28,577,active
R0001149,CRM,Shawn,Robinson,shawn.robinson580@hotmail.com,EM000580,+16225179086,PH000580,AD000580,1960-12-26,580,vip
R0001151,CRM,Stephanie,ceeves,stephanie.reeves581@gmail.com,EM000581,4168622783,PH000581,AD000581,1977-08-06,581,lapsed
R0001155,CRM,Tammy,Garcia,tammy.garcia582@yahoo.com,EM000582,+17693898331,PH000582,AD000582,1970-09-02,582,active
R0001157,CRM,Ashley,Fufler,ashley.fuller583@hotmail.com,EM000583,465-911-6655,PH000583,AD000583,1978-05-10,583,lapsed
R0001158,CRM,Steven,Gaines,steven.gaines584@gmail.com,EM000584,355-904-2597,PH000584,AD000584,1981-10-02,584,lapsed
R0001163,CRM,Marissa,Wallace,marissa.wallace587@gmail.com,EM000587,7053833884,PH000587,AD000587,1993-09-23,587,active
R0001166,CRM,Andrew,Thomas,andrew.thomas588@hotmail.com,EM000588,879-206-9804,PH000588,AD000588,1997-11-29,588,vip
R0001168,CRM,Lauren,Marshall,lauren.marshall589@yahoo.com,EM000589,204-394-0701,PH000589,AD000589,1999-08-22,589,vip
R0001171,CRM,Sandra,Jones,sandra.jones591@hotmail.com,EM000591,(157) 981-2387,PH000591,AD000591,1995-09-16,591,lapsed
R0001173,CRM,Daniel,Villa,daniel.villa592@yahoo.com,EM000592,+18003845762,PH000592,AD000592,1957-10-05,592,active
R0001176,CRM,Holla,Gray,holly.gray593@hotmail.com,EM000593,055-543-8404,PH000593,AD000593,1956-12-25,593,lapsed
R0001178,CRM,James,Patrick,james.patrick594@gmail.com,EM000594,(608) 432-5621,PH000594,AD000594,1959-10-26,594,active
R0001179,CRM,Laurie,Gonzales,laurie.gonzales595@hotmail.com,EM000595,(689) 363-9264,PH000595,AD000595,1977-01-02,595,vip
R0001182,CRM,Jacqueline,Jones,jacqueline.jones596@gmail.com,EM000596,9578232983,PH000596,AD000596,1954-06-24,596,active
R0001185,CRM,Dalton,Crawford,dalton.crawford598@gmail.com,EM000598,(881) 252-0566,PH000598,AD000598,1997-10-05,598,vip
R0001188,CRM,David,Miles,david.miles599@hotmail.com,EM000599,474-231-2209,PH000599,AD000599,1978-07-18,599,vip
R0001191,CRM,Julie,Beasley,julie.beasley600@hotmail.com,EM000600,9499939330,PH000600,AD000600,1991-09-07,600,vip
R0001196,CRM,Joshua,Lynch,joshua.lynch604@yahoo.com,EM000604,+17366096569,PH000604,AD000604,1974-02-07,604,lapsed
R0001199,CRM,Sharon,Kfnt,sharon.kent605@yahoo.com,EM000605,9988081770,PH000605,AD000605,1989-05-27,605,lapsed
R0001202,CRM,Jennifer,Mack,jennifer.mack606@yahoo.com,EM000606,388-608-6803,PH000606,AD000606,1977-04-15,606,vip
R0001204,CRM,Benjamin,Hill,benjamin.hill607@yahoo.com,EM000607,476-447-2649,PH000607,AD000607,1993-11-01,607,active
R0001206,CRM,Gred,Pitts,greg.pitts609@hotmail.com,EM000609,+18266570279,PH000609,AD000609,1951-07-14,609,lapsed
R0001207,CRM,Erika,Mathews,erika.mathews610@yahoo.com,EM000610,+13714521117,PH000610,AD000610,1978-09-28,610,lapsed
R0001209,CRM,Charles,Simmons,charles.simmons611@yahoo.com,EM000611,5186892686,PH000611,AD000611,1952-03-04,611,lapsed
R0001212,CRM,Daniel,Lewis,daniel.lewis612@yahoo.com,EM000612,(025) 922-2206,PH000612,AD000612,,612,active
R0001213,CRM,Joseph,Huff,joseph.huff613@yahoo.com,EM000613,(447) 421-2309,PH000613,AD000613,1975-01-23,613,active
R0001214,CRM,Christopher,Castro,christopher.castro614@gmail.com,EM000614,(407) 778-0973,PH000614,AD000614,1971-10-17,614,vip
R0001217,CRM,David,Ortiz,david.ortiz615@hotmail.com,EM000615,(397) 767-1990,PH000615,AD000615,2000-12-26,615,vip
R0001224,CRM,Matthew,Elliott,matthew.elliott619@hotmail.com,EM000619,+17950145561,PH000619,AD000619,1970-01-09,619,active
R0001226,CRM,Joshuc,Gonzales,joshua.gonzales620@gmail.com,EM000620,6814721458,PH000620,AD000620,1975-08-01,620,active
R0001229,CRM,James,Mcmahon,james.mcmahon621@hotmail.com,EM000621,6833901981,PH000621,AD000621,1995-12-11,621,vip
R0001231,CRM,Darren,Gpmez,darren.gomez622@gmail.com,EM000622,+17946954899,PH000622,AD000622,1998-06-02,622,vip
R0001240,CRM,Jamie,Garrett,jamie.garrett628@hotmail.com,EM000628,+17027278576,PH000628,AD000628,1977-05-08,628,lapsed
