record_id,source_system,first_name,last_name,email,email_id,phone,phone_id,address_id,dob,ground_truth_id,last_invoice_total,payment_method
R0000593,BILLING,Christine,Grant,christine.grant296@gmail.com,EM000296,+10937966033,PH000296,AD000296,1978-10-23,296,447.27,card
R0000594,BILLING,Victoria,Martin,victoria.martin297@yahoo.com,EM000297,(419) 182-5537,PH000297,AD000297,1982-06-23,297,1677.58,card
R0000597,BILLING,Dennis,Neal,dennis.neal298@yahoo.com,EM000298,147-859-6969,PH000298,AD000298,1989-07-29,298,1777.76,ach
R0000603,BILLING,Randy,Carrgll,randy.carroll301@gmail.com,EM000301,(669) 296-6278,PH000301,AD000301,,301,134.52,paypal
R0000605,BILLING,Kristen,Gutierrez,kristen.gutierrez302@hotmail.com,EM000302,+12827422579,PH000302,AD000302,1969-07-09,302,980.44,paypal
R0000608,BILLING,Mary,Morgan,mary.morgan303@yahoo.com,EM000303,0507236887,PH000303,AD000303,1968-11-29,303,227.07,paypal
R0000610,BILLING,Robert,Crawford,robert.crawford304@gmail.com,EM000304,+16767721903,PH000304,AD000304,1973-07-31,304,818.01,paypal
R0000617,BILLING,Dakota,Miranda,dakota.miranda306@hotmail.com,EM000306,(881) 914-8580,PH000306,AD000306,1988-07-08,306,580.37,card
R0000618,BILLING,Willie,Clark,willie.clark307@yahoo.com,EM000307,(783) 613-4074,PH000307,AD000307,,307,1690.96,paypal
R0000623,BILLING,Isaac,Stark,isaac.stark310@yahoo.com,EM000310,+19825449481,PH000310,AD000310,1957-09-19,310,1312.1,ach
R0000627,BILLING,Mark,Banks,mark.banks311@yahoo.com,EM000311,2604223253,PH000311,AD000311,1987-06-29,311,664.87,paypal
R0000629,BILLING,Gina,Carlson,gina.carlson313@yahoo.com,EM000313,6845775901,PH000313,AD000313,1996-10-24,313,117.87,ach
R0000630,BILLING,Natalie,Evann,natalie.evans314@hotmail.com,EM000314,+17518636374,PH000314,AD000314,1952-07-23,314,536.29,card
R0000633,BILLING,Joe,Park,joe.park315@yahoo.com,EM000315,545-892-9750,PH000315,AD000315,1960-12-07,315,875.2,card
R0000634,BILLING,Keith,Salas,keith.salas316@gmail.com,EM000316,0170127706,PH000316,AD000316,1981-05-11,316,1497.99,paypal
R0000635,BILLING,William,Arnold,william.arnold317@yahoo.com,EM000317,+13242415415,PH000317,AD000317,1998-05-27,317,1760.45,ach
R0000645,BILLING,Cassandra,Kent,cassandra.kent321@hotmail.com,EM000321,+15542622189,PH000321,AD000321,1973-10-07,321,1818.46,card
R0000647,BILLING,Gary,Rosn,gary.ross323@yahoo.com,EM000323,311-219-6565,PH000323,AD000323,1957-01-23,323,654.18,paypal
R0000649,BILLING,Emily,Decker,emily.decker325@gmail.com,EM000325,(043) 898-3640,PH000325,AD000325,1956-04-25,325,1679.75,paypal
R0000652,BILLING,Melissa,Anderson,melissa.anderson326@hotmail.com,EM000326,(376) 137-9180,PH000326,AD000326,1955-06-22,326,21.34,ach
R0000655,BILLING,Joshua,Browa,joshua.brown327@yahoo.com,EM000327,+15526965827,PH000327,AD000327,1994-03-20,327,1855.15,paypal
R0000658,BILLING,Rebecba,Andrews,rebecca.andrews329@hotmail.com,EM000329,848-666-1889,PH000329,AD000329,1993-06-18,329,554.96,card
R0000661,BILLING,Wende,Holland,wendy.holland330@yahoo.com,EM000330,241-418-3285,PH000330,AD000330,1959-12-17,330,886.8,ach
R0000663,BILLING,Austin,Johnson,austin.johnson331@hotmail.com,EM000331,691-463-0316,PH000331,AD000331,1954-04-02,331,181.12,paypal
R0000668,BILLING,John,Banks,john.banks333@gmail.com,EM000333,+10275884252,PH000333,AD000333,1992-04-30,333,1157.39,ach
R0000670,BILLING,Jeffrey,Brock,jeffrey.brock334@yahoo.com,EM000334,4105648149,PH000334,AD000334,1978-09-08,334,414.89,paypal
R0000675,BILLING,Heather,Sparks,heather.sparks336@yahoo.com,EM000336,+12419138000,PH000336,AD000336,1993-02-11,336,878.02,paypal
R0000677,BILLING,Margaret,Turner,margaret.turner337@yahoo.com,EM000337,3075622086,PH000337,AD000337,1969-03-31,337,1754.87,paypal
R0000678,BILLING,Brian,Rodriguez,brian.rodriguez338@gmail.com,EM000338,3536541951,PH000338,AD000338,1952-05-31,338,57.11,paypal
R0000679,BILLING,Todd,Wilson,todd.wilson339@gmail.com,EM000339,(802) 380-6174,PH000339,AD000339,1955-06-10,339,1326.81,card
R0000680,BILLING,Thomas,Washington,thomas.washington340@yahoo.com,EM000340,(451) 870-5349,PH000340,AD000340,1952-08-14,340,1.69,card
R0000684,BILLING,Robin,Villanueva,robin.villanueva343@yahoo.com,EM000343,6413836702,PH000343,AD000343,1951-04-13,343,191.65,card
R0000686,BILLING,Heather,Russell,heather.russell344@gmail.com,EM000344,4103865719,PH000344,AD000344,1981-12-29,344,1940.45,card
R0000689,BILLING,Christopher,Gilmore,christopher.gilmore346@hotmail.com,EM000346,344-565-5743,PH000346,AD000346,1988-08-05,346,569.93,ach
R0000692,BILLING,Jenna,Harris,jenna.harris347@yahoo.com,EM000347,+11329121277,PH000347,AD000347,1996-09-22,347,23.18,paypal
R0000693,BILLING,Rodney,Brown,rodney.brown348@yahoo.com,EM000348,+15618537474,PH000348,AD000348,1977-01-08,348,1614.25,ach
R0000698,BILLING,Rachael,Roberts,rachael.roberts349@gmail.com,EM000349,1124903521,PH000349,AD000349,1974-01-11,349,504.65,ach
R0000699,BILLING,Robert,Rojas,robert.rojas350@gmail.com,EM000350,(356) 804-4206,PH000350,AD000350,1962-02-14,350,595.37,card
R0000702,BILLING,Kristlna,Pered,kristina.perez351@yahoo.com,EM000351,7883171210,PH000351,AD000351,1959-01-16,351,1960.53,card
R0000707,BILLING,Hannah,Denfis,hannah.dennis354@gmail.com,EM000354,+17029667066,PH000354,AD000354,1991-10-27,354,545.36,ach
R0000710,BILLING,Michael,Madden,michael.madden356@hotmail.com,EM000356,993-476-8701,PH000356,AD000356,1964-07-29,356,303.56,paypal
R0000716,BILLING,David,Ramirez,david.ramirez359@gmail.com,EM000359,205-930-4078,PH000359,AD000359,1972-03-10,359,578.7,card
R0000717,BILLING,Steven,Steele,steven.steele360@yahoo.com,EM000360,(593) 213-3480,PH000360,AD000360,1991-03-08,360,726.35,card
R0000720,BILLING,Kaoen,Stephens,karen.stephens361@yahoo.com,EM000361,+13965223955,PH000361,AD000361,1960-12-14,361,196.65,paypal
R0000721,BILLING,Wesley,Decker,wesley.decker362@hotmail.com,EM000362,(905) 992-9378,PH000362,AD000362,1986-01-13,362,1239.84,card
R0000724,BILLING,Kathryn,Peterson,kathryn.peterson363@hotmail.com,EM000363,+14270103930,PH000363,AD000363,1957-10-09,363,1425.59,card
R0000726,BILLING,Antonio,Keller,antonio.keller364@hotmail.com,EM000364,8705932525,PH000364,AD000364,1963-01-04,364,1000.43,card
R0000727,BILLING,Ellen,Johnsbn,ellen.johnson365@gmail.com,EM000365,0029218515,PH000365,AD000365,1986-12-27,365,812.69,paypal
R0000730,BILLING,Adam,Swanson,adam.swanson366@gmail.com,EM000366,+16915452267,PH000366,AD000366,1957-12-10,366,79.81,ach
R0000734,BILLING,April,Simpson,april.simpson367@yahoo.com,EM000367,5289539264,PH000367,AD000367,1963-04-14,367,1378.39,ach
R0000736,BILLING,Melissa,Jacobson,melissa.jacobson368@yahoo.com,EM000368,422-096-9029,PH000368,AD000368,1977-12-12,368,582.44,paypal
R0000739,BILLING,Karen,Saunders,karen.saunders371@yahoo.com,EM000371,+11541006762,PH000371,AD000371,1976-07-17,371,1033.64,ach
R0000742,BILLING,khannon,Farrell,shannon.farrell372@yahoo.com,EM000372,6765861793,PH000372,AD000372,1982-10-27,372,300.18,paypal
R0000746,BILLING,Anna,Moorh,anna.moore373@gmail.com,EM000373,271-040-5411,PH000373,AD000373,1990-03-05,373,1594.54,card
R0000748,BILLING,Anthony,Vance,anthony.vance374@yahoo.com,EM000374,526-218-1599,PH000374,AD000374,1987-01-28,374,415.46,card
R0000753,BILLING,Ronald,Reed,ronald.reed377@gmail.com,EM000377,0698720506,PH000377,AD000377,1989-09-09,377,1014.59,paypal
R0000755,BILLING,Victor,Guerrero,victor.guerrero378@hotmail.com,EM000378,1497310324,PH000378,AD000378,1993-07-29,378,13.03,paypal
R0000756,BILLING,Jamjs,Gutierrkz,james.gutierrez379@yahoo.com,EM000379,(171) 467-7418,PH000379,AD000379,1988-07-13,379,1077.18,card
R0000758,BILLING,Vickie,Henderson,vickie.henderson380@gmail.com,EM000380,625-652-7047,PH000380,AD000380,1971-10-19,380,1343.77,ach
R0000762,BILLING,Carolyn,Camacho,carolyn.camacho381@yahoo.com,EM000381,+17434902115,PH000381,AD000381,1958-10-04,381,1490.43,ach
R0000763,BILLING,Kerbi,Edwards,kerri.edwards382@hotmail.com,EM000382,8693806868,PH000382,AD000382,1979-04-11,382,1610.74,ach
R0000765,BILLING,Thomas,Sanchez,thomas.sanchez383@yahoo.com,EM000383,7937416089,PH000383,AD000383,1976-08-12,383,398.9,card
R0000767,BILLING,Kyle,Mullen,kyle.mullen384@yahoo.com,EM000384,899-217-2233,PH000384,AD000384,1961-05-04,384,1412.98,card
R0000769,BILLING,Ruth,Welch,ruth.welch385@hotmail.com,EM000385,2061632945,PH000385,AD000385,1981-04-12,385,1499.65,ach
R0000773,BILLING,Heather,Gill,heather.gill386@hotmail.com,EM000386,+11168685487,PH000386,AD000386,1985-07-29,386,368.28,ach
R0000774,BILLING,Jennifer,Saunders,jennifer.saunders387@hotmail.com,EM000387,+10998616229,PH000387,AD000387,1969-08-12,387,510.72,paypal
R0000777,BILLING,George,Bradley,george.bradley389@gmail.com,EM000389,4679970246,PH000389,AD000389,1969-09-10,389,151.11,card
R0000779,BILLING,Jessica,Lopez,jessica.lopez390@gmail.com,EM000390,2996065307,PH000390,AD000390,1997-03-05,390,1988.7,card
R0000783,BILLING,Tammy,Hansen,tammy.hansen392@hotmail.com,EM000392,+12475469137,PH000392,AD000392,1959-02-20,392,377.69,card
R0000787,BILLING,Barry,Green,barry.green394@hotmail.com,EM000394,862-890-2330,PH000394,AD000394,1962-09-24,394,1668.31,ach
R0000788,BILLING,Mary,Brady,mary.brady395@yahoo.com,EM000395,(307) 053-4578,PH000395,AD000395,1952-03-15,395,411.26,ach
R0000791,BILLING,Justin,Zavala,justin.zavala396@gmail.com,EM000396,+16103579727,PH000396,AD000396,2000-05-28,396,32.29,ach
R0000792,BILLING,Rebecca,Robles,rebecca.robles397@gmail.com,EM000397,+19855241406,PH000397,AD000397,1956-07-03,397,1891.88,paypal
R0000795,BILLING,Andrew,Clark,andrew.clark398@yahoo.com,EM000398,(029) 333-3468,PH000398,AD000398,1968-09-15,398,1604.76,paypal
R0000796,BILLING,Anna,Henderson,anna.henderson399@yahoo.com,EM000399,(007) 229-0349,PH000399,AD000399,1970-11-17,399,302.76,paypal
R0000799,BILLING,Edgbr,Anderson,edgar.anderson400@yahoo.com,EM000400,+14466574374,PH000400,AD000400,1999-06-15,400,815.31,paypal
R0000802,BILLING,Ashley,King,ashley.king401@yahoo.com,EM000401,8969108589,PH000401,AD000401,1970-09-10,401,268.81,paypal
R0000804,BILLING,Lee,Ramsey,lee.ramsey402@hotmail.com,EM000402,+19441715454,PH000402,AD000402,1982-11-26,402,985.6,paypal
R0000809,BILLING,John,Phillips,john.phillips405@yahoo.com,EM000405,9353875842,PH000405,AD000405,1990-08-28,405,28.64,paypal
R0000811,BILLING,Jenny,Mcconnell,jenny.mcconnell406@yahoo.com,EM000406,(824) 172-4825,PH000406,AD000406,1958-05-24,406,904.21,card
R0000814,BILLING,Trny,Mcmillan,troy.mcmillan407@yahoo.com,EM000407,+11353465549,PH000407,AD000407,1999-02-08,407,252.46,card
R0000818,BILLING,Diane,Anderson,diane.anderson408@yahoo.com,EM000408,+14717099917,PH000408,AD000408,1984-01-13,408,1061.12,card
R0000823,BILLING,Tom,Chaney,tom.chaney410@yahoo.com,EM000410,3569725217,PH000410,AD000410,1991-12-04,410,149.74,paypal
R0000825,BILLING,Kimberly,Meza,kimberly.meza411@hotmail.com,EM000411,5250074329,PH000411,AD000411,1957-03-11,411,386.74,ach
R0000838,BILLING,Breanna,Fields,breanna.fields420@yahoo.com,EM000420,230-461-8499,PH000420,AD000420,1988-06-23,420,1151.25,card
R0000839,BILLING,Mike,Crane,mike.crane421@hotmail.com,EM000421,2618914117,PH000421,AD000421,,421,1294.18,ach
R0000844,BILLING,Dawn,Miller,dawn.miller424@hotmail.com,EM000424,+11972181143,PH000424,AD000424,1998-06-15,424,1726.97,paypal
R0000846,BILLING,Mary,Riley,mary.riley425@gmail.com,EM000425,+17447012045,PH000425,AD000425,1969-11-08,425,1931.81,ach
R0000853,BILLING,Brandon,Stevensoe,brandon.stevenson430@hotmail.com,EM000430,(902) 771-6701,PH000430,AD000430,1998-08-07,430,547.58,ach
R0000858,BILLING,Chris,Johnson,chris.johnson432@hotmail.com,EM000432,9163756289,PH000432,AD000432,1969-07-26,432,640.31,ach
R0000861,BILLING,Andrew,Bookor,andrew.booker435@hotmail.com,EM000435,+11779717751,PH000435,AD000435,1975-01-13,435,872.37,card
R0000864,BILLING,Zachary,Williams,zachary.williams436@hotmail.com,EM000436,7016608801,PH000436,AD000436,1955-07-03,436,792.49,paypal
R0000869,BILLING,Samdel,Davis,samuel.davis438@yahoo.com,EM000438,(375) 899-7571,PH000438,AD000438,1996-07-17,438,807.11,paypal
R0000873,BILLING,David,Silva,david.silva441@hotmail.com,EM000441,1637351609,PH000441,AD000441,,441,1212.32,paypal
R0000878,BILLING,Gregory,Green,gregory.green445@gmail.com,EM000445,+16547226984,PH000445,AD000445,1986-04-17,445,1180.21,card
R0000881,BILLING,Tiffany,Cuevas,tiffany.cuevas446@yahoo.com,EM000446,+18583339452,PH000446,AD000446,1992-05-10,446,1588.11,card
R0000883,BILLING,Brenda,Dickerson,brenda.dickerson447@yahoo.com,EM000447,(288) 515-8799,PH000447,AD000447,1976-11-05,447,585.92,paypal
R0000884,BILLING,paren,Newman,karen.newman448@hotmail.com,EM000448,6846081062,PH000448,AD000448,1964-07-14,448,1219.33,ach
R0000888,BILLING,Jeffrey,Harris,jeffrey.harris449@gmail.com,EM000449,0034244204,PH000449,AD000449,1992-09-14,449,1650.79,ach
R0000891,BILLING,Matthew,Hayes,matthew.hayes450@yahoo.com,EM000450,3805719838,PH000450,AD000450,1955-10-03,450,9.48,card
R0000892,BILLING,Kristi,House,kristi.house451@gmail.com,EM000451,(638) 406-6658,PH000451,AD000451,,451,283.34,card
R0000900,BILLING,Suzanne,Fowler,suzanne.fowler455@yahoo.com,EM000455,(405) 720-2590,PH000455,AD000455,1986-02-13,455,254.23,card
R0000901,BILLING,Chad,Brown,chad.brown456@hotmail.com,EM000456,947-985-1583,PH000456,AD000456,1971-07-08,456,1525.08,card
R0000905,BILLING,Ryan,Mckinney,ryan.mckinney457@yahoo.com,EM000457,(281) 826-8861,PH000457,AD000457,1954-10-15,457,1254.43,ach
R0000907,BILLING,Makayla,Jacoas,makayla.jacobs458@gmail.com,EM000458,533-555-4398,PH000458,AD000458,2000-05-01,458,339.83,ach
R0000910,BILLING,Sabrina,Wolfe,sabrina.wolfe460@hotmail.com,EM000460,0561648408,PH000460,AD000460,1984-11-15,460,909.97,card
R0000913,BILLING,Bradley,Johnson,bradley.johnson461@hotmail.com,EM000461,5887704358,PH000461,AD000461,1998-12-30,461,804.46,paypal
R0000915,BILLING,Stephanie,Taylor,stephanie.taylor462@yahoo.com,EM000462,1128801336,PH000462,AD000462,1969-01-11,462,1446.62,card
R0000919,BILLING,Ekic,Howard,eric.howard463@gmail.com,EM000463,1386120750,PH000463,AD000463,1950-10-02,463,768.58,paypal
R0000921,BILLING,Brandon,Bennett,brandon.bennett464@gmail.com,EM000464,(110) 248-1934,PH000464,AD000464,1995-08-18,464,301.37,ach
R0000924,BILLING,Glenn,Morales,glenn.morales466@yahoo.com,EM000466,091-901-5814,PH000466,AD000466,1984-06-07,466,301.21,card
R0000926,BILLING,Tonya,Garcia,tonya.garcia467@hotmail.com,EM000467,(491) 476-6072,PH000467,AD000467,1951-08-21,467,1801.63,card
R0000927,BILLING,Charlotte,Richards,charlotte.richards468@yahoo.com,EM000468,832-684-2450,PH000468,AD000468,1992-08-11,468,1104.64,ach
R0000928,BILLING,Christopher,eaylor,christopher.taylor469@yahoo.com,EM000469,(882) 100-9968,PH000469,AD000469,1966-01-08,469,945.63,ach
R0000932,BILLING,Melanie,Rivera,melanie.rivera470@gmail.com,EM000470,814-353-6822,PH000470,AD000470,1955-03-14,470,1923.15,ach
R0000935,BILLING,Stephanie,Williams,stephanie.williams471@gmail.com,EM000471,239-431-2908,PH000471,AD000471,1962-06-11,471,477.61,ach
R0000936,BILLING,Catherice,Turner,catherine.turner472@hotmail.com,EM000472,+17814141397,PH000472,AD000472,,472,1744.08,paypal
R0000939,BILLING,Andrew,James,andrew.james473@gmail.com,EM000473,5523149135,PH000473,AD000473,1963-10-03,473,523.18,card
R0000940,BILLING,Eric,Lopez,eric.lopez474@gmail.com,EM000474,775-949-2995,PH000474,AD000474,1967-10-22,474,1332.45,ach
R0000943,BILLING,John,Lane,john.lane476@hotmail.com,EM000476,2577754781,PH000476,AD000476,1971-01-01,476,1225.13,card
R0000947,BILLING,Vincent,Fegguson,vincent.ferguson477@yahoo.com,EM000477,2914283411,PH000477,AD000477,1997-10-27,477,1756.35,paypal
R0000949,BILLING,Tonya,Savage,tonya.savage479@yahoo.com,EM000479,+14887256394,PH000479,AD000479,1996-03-21,479,853.05,ach
R0000952,BILLING,Kathleen,Smith,kathleen.smith480@yahoo.com,EM000480,278-816-5803,PH000480,AD000480,1973-05-15,480,1542.77,ach
R0000955,BILLING,Cassandra,Roners,cassandra.rogers481@hotmail.com,EM000481,(928) 272-2992,PH000481,AD000481,1958-10-19,481,923.28,ach
R0000956,BILLING,Misty,Ramirez,misty.ramirez482@hotmail.com,EM000482,(750) 373-1453,PH000482,AD000482,2000-07-04,482,48.96,card
R0000958,BILLING,Mark,Wallace,mark.wallace483@hotmail.com,EM000483,(038) 567-7005,PH000483,AD000483,1999-03-16,483,32.78,ach
R0000959,BILLING,William,Anderson,william.anderson484@gmail.com,EM000484,+11844989266,PH000484,AD000484,1976-07-13,484,1659.56,paypal
R0000962,BILLING,Tammy,Kim,tammy.kim486@gmail.com,EM000486,5779082723,PH000486,AD000486,,486,616.02,card
R0000966,BILLING,Melissa,Finley,melissa.finley487@hotmail.com,EM000487,+11843222591,PH000487,AD000487,1991-05-18,487,561.06,ach
R0000967,BILLING,Brittany,Rodriguez,brittany.rodriguez488@gmail.com,EM000488,+13651777392,PH000488,AD000488,1989-06-30,488,1416.21,paypal
R0000971,BILLING,Timothy,Poole,timothy.poole489@yahoo.com,EM000489,(603) 029-9228,PH000489,AD000489,1977-02-17,489,446.67,card
R0000972,BILLING,Matthew,Gregory,matthew.gregory490@yahoo.com,EM000490,(092) 024-2869,PH000490,AD000490,1961-07-29,490,628.34,paypal
R0000976,BILLING,Tinc,Santos,tina.santos492@hotmail.com,EM000492,369-292-9842,PH000492,AD000492,1958-08-08,492,1985.96,ach
R0000977,BILLING,Darryl,Martinez,darryl.martinez493@hotmail.com,EM000493,+15799136621,PH000493,AD000493,1958-12-16,493,1412.59,ach
R0000980,BILLING,Cory,Brown,cory.brown494@hotmail.com,EM000494,+10388629127,PH000494,AD000494,1997-09-29,494,69.07,ach
R0000985,BILLING,Hector,Peters,hector.peters495@yahoo.com,EM000495,(990) 881-1729,PH000495,AD000495,1979-03-23,495,521.51,card
R0000988,BILLING,Rebecca,goss,rebecca.ross498@gmail.com,EM000498,3149864300,PH000498,AD000498,1976-03-22,498,982.93,ach
R0000991,BILLING,Anthony,Munoz,anthony.munoz499@gmail.com,EM000499,9818063565,PH000499,AD000499,1957-07-31,499,668.97,ach
R0000996,BILLING,Kirstef,Martinez,kirsten.martinez500@hotmail.com,EM000500,+11269448695,PH000500,AD000500,2000-11-18,500,1893.59,ach
R0000997,BILLING,Erica,Kramer,erica.kramer501@hotmail.com,EM000501,(946) 368-8725,PH000501,AD000501,1978-11-24,501,1590.01,paypal
R0001002,BILLING,Brian,Paul,brian.paul503@hotmail.com,EM000503,+13721386589,PH000503,AD000503,1953-04-26,503,1966.57,card
R0001006,BILLING,Christina,Murphy,christina.murphy506@yahoo.com,EM000506,8490277038,PH000506,AD000506,1983-08-09,506,1945.81,paypal
R0001008,BILLING,Donald,Burgess,donald.burgess508@gmail.com,EM000508,530-214-6566,PH000508,AD000508,1979-02-03,508,1379.35,card
R0001010,BILLING,Tracy,Simpson,tracy.simpson509@hotmail.com,EM000509,+19380118489,PH000509,AD000509,1966-07-13,509,1317.2,ach
R0001012,BILLING,Brett,Gallegos,brett.gallegos510@yahoo.com,EM000510,+15543937690,PH000510,AD000510,1958-04-06,510,1351.42,ach
R0001014,BILLING,Michelle,Gamble,michelle.gamble511@gmail.com,EM000511,426-818-1845,PH000511,AD000511,1951-08-21,511,290.1,ach
R0001019,BILLING,Luis,Williams,luis.williams513@gmail.com,EM000513,3577907141,PH000513,AD000513,1995-12-16,513,1503.13,card
R0001023,BILLING,Alexdnder,Arnold,alexander.arnold514@gmail.com,EM000514,633-565-8804,PH000514,AD000514,1994-12-19,514,1360.96,card
R0001024,BILLING,Lisa,Lee,lisa.lee515@yahoo.com,EM000515,3416518275,PH000515,AD000515,,515,1195.12,ach
R0001028,BILLING,Theresa,Jacobson,theresa.jacobson516@yahoo.com,EM000516,+15394237333,PH000516,AD000516,1997-08-25,516,759.93,ach
R0001029,BILLING,James,olsen,james.olsen517@yahoo.com,EM000517,+14333395211,PH000517,AD000517,1997-11-06,517,674.77,paypal
R0001031,BILLING,Aaan,Mcfarland,alan.mcfarland518@hotmail.com,EM000518,1790807595,PH000518,AD000518,1959-06-27,518,1004.15,ach
R0001033,BILLING,Joseph,Gibbs,joseph.gibbs519@hotmail.com,EM000519,7947284639,PH000519,AD000519,1970-07-03,519,662.83,card
R0001036,BILLING,Mark,Brown,mark.brown520@gmail.com,EM000520,2086780856,PH000520,AD000520,1964-04-24,520,328.87,card
R0001039,BILLING,Bonnie,Morton,bonnie.morton521@yahoo.com,EM000521,+12718750036,PH000521,AD000521,1983-10-25,521,1014.23,card
R0001042,BILLING,Derrick,Christensen,derrick.christensen523@gmail.com,EM000523,(479) 552-7636,PH000523,AD000523,1957-09-03,523,781.42,ach
R0001045,BILLING,Amy,Meycrs,amy.meyers524@hotmail.com,EM000524,5564729293,PH000524,AD000524,1987-06-06,524,253.91,paypal
R0001047,BILLING,Jeffrey,Huber,jeffrey.huber526@yahoo.com,EM000526,+10267288574,PH000526,AD000526,,526,640.98,ach
R0001053,BILLING,Lisa,Wilson,lisa.wilson528@yahoo.com,EM000528,+17175455884,PH000528,AD000528,1976-07-06,528,1710.76,ach
R0001055,BILLING,Robert,Crawford,robert.crawford529@hotmail.com,EM000529,5061593998,PH000529,AD000529,1982-09-08,529,125.87,paypal
R0001057,BILLING,Susan,Mccall,susan.mccall530@gmail.com,EM000530,(245) 587-7169,PH000530,AD000530,1975-09-24,530,1035.34,ach
R0001060,BILLING,Julia,Adkins,julia.adkins532@hotmail.com,EM000532,(125) 355-4496,PH000532,AD000532,1981-05-08,532,494.05,paypal
R0001061,BILLING,Angela,Gallegos,angela.gallegos533@hotmail.com,EM000533,+14759876220,PH000533,AD000533,1997-07-22,533,1136.38,paypal
R0001065,BILLING,Taylor,Edwards,taylor.edwards534@hotmail.com,EM000534,+12341326111,PH000534,AD000534,1964-11-09,534,1602.6,card
R0001068,BILLING,Christopher,Parker,christopher.parker536@yahoo.com,EM000536,+12164334722,PH000536,AD000536,1976-06-09,536,1207.32,ach
R0001069,BILLING,Thomas,Melton,thomas.melton537@gmail.com,EM000537,820-055-7784,PH000537,AD000537,1974-12-15,537,1611.42,ach
R0001078,BILLING,Dawn,Mccullough,dawn.mccullough542@yahoo.com,EM000542,(930) 853-6866,PH000542,AD000542,2000-11-17,542,810.2,card
R0001079,BILLING,Thomas,Ramirez,thomas.ramirez543@gmail.com,EM000543,3266341638,PH000543,AD000543,1982-08-26,543,1290.95,card
R0001082,BILLING,Jason,Lewis,jason.lewis544@gmail.com,EM000544,+19448463122,PH000544,AD000544,1956-09-22,544,337.08,paypal
R0001086,BILLING,Krista,Harper,krista.harper546@gmail.com,EM000546,0208021442,PH000546,AD000546,1999-08-03,546,184.54,card
R0001089,BILLING,Adam,Hayes,adam.hayes547@gmail.com,EM000547,7031207356,PH000547,AD000547,1989-09-09,547,1067.31,card
R0001093,BILLING,Sara,Ellis,sara.ellis549@yahoo.com,EM000549,618-723-4601,PH000549,AD000549,1956-07-14,549,84.55,ach
R0001096,BILLING,James,Harrison,james.harrison551@gmail.com,EM000551,+17645208814,PH000551,AD000551,1985-10-01,551,999.45,card
R0001098,BILLING,Lori,Greene,lori.greene552@yahoo.com,EM000552,743-503-1365,PH000552,AD000552,,552,871.08,paypal
R0001100,BILLING,Poter,Chandler,peter.chandler553@yahoo.com,EM000553,(024) 916-3009,PH000553,AD000553,1980-03-15,553,1425.78,ach
R0001104,BILLING,John,Hurst,john.hurst555@yahoo.com,EM000555,+15005281273,PH000555,AD000555,1990-12-27,555,1984.2,card
R0001106,BILLING,David,Thomas,david.thomas556@yahoo.com,EM000556,5857306524,PH000556,AD000556,1979-01-04,556,653.09,ach
R0001113,BILLING,Gabriel,Harris,gabriel.harris560@hotmail.com,EM000560,209-593-5186,PH000560,AD000560,1952-09-25,560,1345.22,card
R0001115,BILLING,Kimberly,Martinez,kimberly.martinez562@yahoo.com,EM000562,+11181022031,PH000562,AD000562,1957-06-10,562,1179.56,paypal
R0001117,BILLING,Ann,Moran,ann.moran563@hotmail.com,EM000563,+17310967899,PH000563,AD000563,1958-11-18,563,1982.63,card
R0001120,BILLING,Jennifer,Hill,jennifer.hill565@yahoo.com,EM000565,7058650948,PH000565,AD000565,1972-05-28,565,1246.12,paypal
R0001123,BILLING,Michelle,Ramsey,michelle.ramsey566@gmail.com,EM000566,(014) 138-1138,PH000566,AD000566,1997-04-01,566,792.69,card
R0001124,BILLING,Cheyenne,Burnett,cheyenne.burnett567@yahoo.com,EM000567,+16338392886,PH000567,AD000567,1966-10-21,567,1195.96,paypal
R0001131,BILLING,Sabrina,Cruz,sabrina.cruz570@yahoo.com,EM000570,+15665939836,PH000570,AD000570,1966-10-22,570,314.79,paypal
R0001133,BILLING,Allen,Murray,allen.murray571@yahoo.com,EM000571,+18457760049,PH000571,AD000571,1979-10-03,571,1613.93,card
R0001137,BILLING,Caitlyn,Gross,caitlyn.gross574@gmail.com,EM000574,522-459-3344,PH000574,AD000574,1995-10-05,574,1458.76,ach
R0001141,BILLING,Thomas,Cook,thomas.cook575@gmail.com,EM000575,+11969315727,PH000575,AD000575,1960-05-30,575,367.92,card
R0001142,BILLING,Kimberly,Garcia,kimberly.garcia576@hotmail.com,EM000576,9194096105,PH000576,AD000576,,576,280.68,paypal
R0001145,BILLING,Natalie,Shelton,natalie.shelton578@yahoo.com,EM000578,(805) 892-5832,PH000578,AD000578,1973-10-18,578,1473.09,paypal
R0001147,BILLING,Mary,Martinez,mary.martinez579@yahoo.com,EM000579,+10679981364,PH000579,AD000579,,579,665.21,ach
R0001150,BILLING,Shawn,Robinson,shawn.robinson580@hotmail.com,EM000580,622-517-9086,PH000580,AD000580,1960-12-26,580,789.63,card
R0001153,BILLING,Stephanie,Reeves,stephanie.reeves581@gmail.com,EM000581,416-862-2783,PH000581,AD000581,1977-08-06,581,1451.44,card
R0001156,BILLING,Tajmy,Garcia,tammy.garcia582@yahoo.com,EM000582,+17693898331,PH000582,AD000582,1970-09-02,582,1278.05,card
