customer_id,first_name,last_name,email,phone,dob,gender,address,city,state,zip,signup_date,segment
CUS000351,Amanda,Miller,amanda.miller351@hotmail.com,344-186-6941,1961-05-22,M,828 James Divide Apt. 536,Thomasmouth,NM,24510,2023-03-24,premium
CUS000352,Lisa,Murphy,lisa.murphy352@yahoo.com,390-429-1753,1986-01-13,X,87082 Dean Squares Suite 807,Leeborough,LA,94654,2025-11-04,standard
CUS000353,Maria,Pena,maria.pena353@hotmail.com,034-919-3204,1968-06-02,F,1332 Dudley Bypass,Hollyview,MO,74771,2024-02-27,standard
CUS000354,Johnny,Williams,johnny.williams354@yahoo.com,754-956-3675,2005-12-12,X,41632 Melendez Neck,New Daniel,FL,68079,2026-03-13,premium
CUS000355,Erin,Torres,erin.torres355@yahoo.com,311-413-2183,2002-10-21,M,39643 Simpson Dam Suite 955,Kimville,VI,17388,2024-04-20,student
CUS000356,Logan,Green,logan.green356@gmail.com,090-024-9337,2006-04-28,X,26228 Torres Cliffs Apt. 170,Blevinschester,MN,05246,2023-03-17,student
CUS000357,Austin,Dalton,austin.dalton357@yahoo.com,528-625-5781,1983-11-14,F,379 Dunlap Cove,Port Timothy,ND,54132,2022-04-09,premium
CUS000358,James,Cannon,james.cannon358@hotmail.com,662-893-9548,1990-03-09,X,1656 Pearson Islands Suite 328,Hardybury,GA,43423,2025-07-07,standard
CUS000359,Maria,Cameron,maria.cameron359@gmail.com,286-529-7038,1989-09-01,M,90318 Johnson Lodge,Lake Katherine,AR,84823,2024-11-30,premium
CUS000360,Nancy,Sanders,nancy.sanders360@hotmail.com,520-611-6814,1994-05-05,X,328 Denise Junction,Villegasfort,WI,30899,2022-05-19,student
CUS000361,Gregory,Oliver,gregory.oliver361@hotmail.com,553-103-7545,1946-11-19,F,4705 Shari Summit,Jasonburgh,NC,41206,2023-11-16,private_banking
CUS000362,Sean,Osborn,sean.osborn362@hotmail.com,831-199-6137,1950-01-09,X,7382 Chelsey Fields,North Patrickside,NE,62770,2025-10-07,student
CUS000363,David,Hill,david.hill363@hotmail.com,764-851-7215,1997-01-19,F,40725 Nelson Plain Apt. 302,Tammyborough,CO,07819,2023-11-27,private_banking
CUS000364,Carly,Grimes,carly.grimes364@gmail.com,883-280-9603,1984-09-04,F,338 Larsen Lodge Suite 273,East Jessicaburgh,VI,29329,2021-07-03,standard
CUS000365,Meghan,Blackburn,meghan.blackburn365@hotmail.com,593-066-3051,1968-08-27,X,5083 White Walk,Theresafort,TX,18066,2025-02-01,premium
CUS000366,Adam,Williams,adam.williams366@yahoo.com,601-310-3033,1986-04-08,M,37522 Levy Lock Apt. 319,Andreahaven,ID,48349,2022-08-16,private_banking
CUS000367,William,Ramos,william.ramos367@gmail.com,928-984-9267,1972-03-14,M,8516 Jordan Port,Taylorbury,FL,47067,2023-05-23,premium
CUS000368,Debra,Carroll,debra.carroll368@gmail.com,259-272-3091,1963-12-12,X,3808 Fuentes Island,South Pamela,AK,49144,2023-07-28,standard
CUS000369,Joseph,Robinson,joseph.robinson369@hotmail.com,897-719-7561,1957-12-27,M,961 Timothy Forge,Amyport,GA,90523,2025-05-21,standard
CUS000370,Laura,Daniels,laura.daniels370@hotmail.com,973-840-1686,1959-05-29,X,24935 Austin Islands,Williamsville,MH,21243,2024-07-26,private_banking
CUS000371,John,Gates,john.gates371@hotmail.com,002-382-6238,1954-08-14,M,987 Curtis Corners Suite 712,Port Cliffordstad,KY,62236,2025-08-01,private_banking
CUS000372,Michelle,Hicks,michelle.hicks372@gmail.com,230-598-6890,1959-05-25,F,49526 Schwartz Plaza,North Adamfurt,AL,25117,2022-07-26,student
CUS000373,Matthew,Le,matthew.le373@gmail.com,071-925-5094,2001-03-31,M,58565 Stacey Canyon Apt. 537,Carolynland,MO,80287,2023-10-15,student
CUS000374,John,Malone,john.malone374@gmail.com,438-633-0633,1998-06-30,X,638 Joseph Canyon Suite 983,Roachhaven,MO,95945,2021-11-28,private_banking
CUS000375,Robin,Dixon,robin.dixon375@hotmail.com,144-666-3640,1994-01-17,M,153 Castillo Shoal Suite 837,South Ashley,TX,80668,2025-06-07,standard
CUS000376,Jonathan,Patterson,jonathan.patterson376@yahoo.com,793-430-2229,1978-08-25,X,33280 Travis Bridge Apt. 089,North Nicole,ME,09634,2021-09-24,student
CUS000377,Nicole,Thompson,nicole.thompson377@hotmail.com,921-547-6383,1946-10-24,F,0100 Sanchez Tunnel,Kelleyborough,MP,28544,2025-05-13,private_banking
CUS000378,Andrew,Carpenter,andrew.carpenter378@hotmail.com,887-326-3395,1979-02-11,F,1012 Williams Flat,New Tanya,OR,16928,2022-10-17,student
CUS000379,Joshua,Hoover,joshua.hoover379@yahoo.com,808-371-1138,1956-02-17,M,0767 Theresa Circles Apt. 695,Lake Lauren,AR,36998,2021-10-03,student
CUS000380,Melissa,Jenkins,melissa.jenkins380@gmail.com,936-181-6946,1967-09-24,X,27652 Williams Cliff Apt. 598,West Kristopherland,MN,86369,2026-02-18,premium
CUS000381,Charles,Sanders,charles.sanders381@hotmail.com,954-493-6896,1978-01-03,M,678 Benjamin Fall,Justinhaven,VI,51359,2024-03-22,private_banking
CUS000382,William,Hernandez,william.hernandez382@yahoo.com,334-595-0079,1965-04-06,X,814 Walsh Lock Suite 157,West Ryanbury,NE,14286,2022-05-24,private_banking
CUS000383,Bradley,Sullivan,bradley.sullivan383@yahoo.com,309-355-9708,1970-10-10,X,64389 Phillip Hill Apt. 552,Murraybury,MT,82356,2022-12-24,private_banking
CUS000384,George,Miller,george.miller384@yahoo.com,653-807-7434,1964-07-02,X,06639 David Spurs,South Mackenzie,NJ,06481,2025-01-17,private_banking
CUS000385,Daniel,Stokes,daniel.stokes385@yahoo.com,910-908-8597,1962-07-20,F,214 Diane Fords Apt. 095,West Markton,IN,09680,2024-02-06,student
CUS000386,Chelsea,Gonzalez,chelsea.gonzalez386@yahoo.com,878-917-4995,1978-10-25,M,269 Carrie Point,Kaylafurt,IL,20300,2023-06-15,private_banking
CUS000387,Thomas,Wilkinson,thomas.wilkinson387@yahoo.com,648-207-7233,2000-06-01,X,18056 Justin Streets,Crystalfurt,TN,25449,2026-05-29,student
CUS000388,Traci,King,traci.king388@hotmail.com,742-685-7518,1962-09-18,X,9222 Tracey Roads,East Kimberlyville,VI,07147,2025-11-10,premium
CUS000389,John,Bowman,john.bowman389@gmail.com,358-917-5975,1969-10-19,M,98234 Cynthia Meadows,North Leslie,LA,29045,2024-01-20,student
CUS000390,Larry,Khan,larry.khan390@yahoo.com,981-480-9874,1956-08-27,F,4257 Giles Inlet Suite 719,North Zachary,LA,07926,2026-01-18,private_banking
CUS000391,Carl,Keller,carl.keller391@hotmail.com,784-036-8343,2002-07-27,M,29941 Williams Turnpike,East Samuel,VT,08056,2021-11-27,standard
CUS000392,Laura,Lewis,laura.lewis392@yahoo.com,727-475-5771,1988-05-03,X,9874 Hoffman Fork,Michelleburgh,VT,11379,2024-12-09,premium
CUS000393,Jessica,Randall,jessica.randall393@gmail.com,370-051-6764,1984-10-29,F,55429 Matthew Squares Apt. 529,South Nicholas,NM,75023,2024-06-23,student
CUS000394,Lisa,Young,lisa.young394@hotmail.com,352-238-4648,1948-06-05,M,5539 Brock Shoal Apt. 300,Port Ashley,AR,10427,2024-01-15,private_banking
CUS000395,Randy,Mccullough,randy.mccullough395@hotmail.com,520-505-8184,1989-09-20,M,447 Cervantes Ford Suite 400,Phillipsville,VT,65754,2023-12-11,premium
CUS000396,Stephen,Schmitt,stephen.schmitt396@gmail.com,671-889-6831,1977-10-08,X,777 Brian Club Suite 624,Amandaland,MS,68886,2025-12-20,student
CUS000397,Adam,Lynch,adam.lynch397@yahoo.com,571-273-8262,1967-11-21,X,981 Alexander Landing,Schmidtberg,VI,17347,2023-06-13,student
CUS000398,Zoe,Reed,zoe.reed398@yahoo.com,948-671-3471,1998-05-15,F,98337 Lisa Row Suite 279,East Tyler,RI,64416,2024-10-12,standard
CUS000399,Brenda,Deleon,brenda.deleon399@gmail.com,193-315-8277,1974-10-27,M,04899 Morgan Harbor,Port Kimberly,VI,93489,2022-07-04,student
CUS000400,Anthony,Parker,anthony.parker400@yahoo.com,344-769-6309,1998-06-23,M,51138 Johnson Shore,Tylerborough,PR,03525,2022-05-05,premium
CUS000401,Erin,Torres,erin.torres401@yahoo.com,243-224-7776,1962-10-06,M,0432 Chaney Squares,Micheleborough,NV,89311,2023-06-25,private_banking
CUS000402,Anthony,Rodriguez,anthony.rodriguez402@yahoo.com,832-860-5303,1996-03-07,X,00979 Foster Canyon,Charlesstad,CO,34170,2023-08-30,premium
CUS000403,Matthew,Dominguez,matthew.dominguez403@gmail.com,740-525-9222,1976-09-08,X,044 Cox Field,Kaiserborough,WY,96219,2023-08-18,private_banking
CUS000404,Matthew,Dunlap,matthew.dunlap404@yahoo.com,387-423-9135,1972-04-13,X,1945 Emily Plain Apt. 894,Carlamouth,VT,79368,2023-04-20,private_banking
CUS000405,Rodney,Bird,rodney.bird405@gmail.com,354-347-9001,1957-02-06,F,811 Fitzgerald Drives,Lake Sylviabury,MH,96593,2025-07-28,premium
CUS000406,Nicole,Mendoza,nicole.mendoza406@hotmail.com,436-103-6072,1949-07-27,X,05577 Kenneth Glen Suite 837,Catherinefort,OH,54609,2023-08-31,standard
CUS000407,Paul,Jackson,paul.jackson407@yahoo.com,057-038-5604,1956-06-10,M,802 Warren Tunnel,Mcdanielborough,SC,81962,2023-03-19,standard
CUS000408,Laura,Lee,laura.lee408@yahoo.com,899-350-6177,1995-11-27,X,15600 Fleming Crescent,Richardsonmouth,AR,66778,2025-05-17,standard
CUS000409,Cindy,Mora,cindy.mora409@yahoo.com,301-673-9387,1953-02-17,X,7157 Kenneth Road,North Emma,MO,12083,2024-06-26,premium
CUS000410,Christopher,Hall,christopher.hall410@gmail.com,150-624-1674,1970-01-27,F,494 Scott Crest Apt. 497,West Dustin,OK,61046,2024-10-20,student
CUS000411,Kristy,Sherman,kristy.sherman411@gmail.com,002-059-0040,1986-11-01,X,1407 Jennifer Harbors,North William,MP,04622,2024-02-15,premium
CUS000412,Brian,Padilla,brian.padilla412@gmail.com,500-196-4054,1972-01-31,X,76296 Brooks Forge Apt. 474,Kochbury,OH,29839,2021-11-28,private_banking
CUS000413,Gabriella,Harvey,gabriella.harvey413@gmail.com,129-940-4829,2004-02-29,M,6739 Christopher Shoal Suite 903,West Johnview,IN,24493,2024-10-02,private_banking
CUS000414,Alex,Preston,alex.preston414@gmail.com,799-069-2537,1956-01-08,X,244 Jose Walk,Port Jessica,AK,18619,2021-08-18,private_banking
CUS000415,Lisa,Shepherd,lisa.shepherd415@hotmail.com,843-601-8683,1982-12-26,F,6437 Mary Plaza,Bushborough,UT,54214,2022-11-04,private_banking
CUS000416,Cody,Davis,cody.davis416@gmail.com,576-743-4815,1965-09-15,F,959 Thornton Spring,East Janet,PA,66831,2023-10-16,private_banking
CUS000417,Adrienne,Diaz,adrienne.diaz417@gmail.com,209-388-9642,1959-08-28,F,3368 Christopher Manors Suite 646,Nobleport,KS,77339,2026-04-15,standard
CUS000418,Allison,Roberts,allison.roberts418@yahoo.com,417-639-9045,1952-01-18,X,0042 Moore Locks Apt. 440,Lake Christopherland,VI,19203,2025-09-17,premium
CUS000419,Natasha,Valentine,natasha.valentine419@yahoo.com,787-659-9937,1959-12-17,M,404 Emily Orchard Suite 139,Williamsside,PR,45627,2024-03-09,premium
CUS000420,Amy,Becker,amy.becker420@yahoo.com,628-709-4335,2002-10-31,F,6307 Zuniga Cape Suite 709,Campbellmouth,LA,99413,2021-07-29,student
CUS000421,David,Escobar,david.escobar421@hotmail.com,252-417-7099,1989-02-05,F,350 Lane Forks Apt. 727,West William,NC,53866,2022-06-26,private_banking
CUS000422,James,Anderson,james.anderson422@hotmail.com,276-227-4489,1991-07-04,X,541 Lorraine Shores Suite 658,New Chelsea,FM,67613,2021-10-27,private_banking
CUS000423,Alexa,Barnes,alexa.barnes423@gmail.com,308-105-1890,1984-03-21,F,1493 Crystal Mountains Apt. 030,Josephborough,CO,89866,2024-03-25,standard
CUS000424,Amanda,Caldwell,amanda.caldwell424@hotmail.com,766-792-4226,1991-07-04,X,569 Arellano Meadows Apt. 985,Timothyfurt,GA,70556,2022-12-13,student
CUS000425,Lisa,Lopez,lisa.lopez425@yahoo.com,866-478-1657,1960-02-04,M,2487 Mccarty Inlet Apt. 083,Michaelmouth,AL,65060,2026-01-14,private_banking
CUS000426,Brad,Anderson,brad.anderson426@gmail.com,806-934-6481,1967-10-05,F,509 Mckee Terrace Suite 256,Danielleberg,OH,01077,2025-02-03,premium
CUS000427,Theresa,Camacho,theresa.camacho427@hotmail.com,854-753-8260,1960-05-18,M,943 Hill Bypass Apt. 344,Lake Nancy,SC,16042,2025-06-13,student
CUS000428,Jessica,Potter,jessica.potter428@hotmail.com,835-003-3064,1987-07-19,F,25742 Alexander Knolls,Burnsshire,CT,47056,2023-11-20,premium
CUS000429,Richard,Howard,richard.howard429@gmail.com,414-132-9889,1984-08-04,F,05110 Carter Wall Suite 081,Allenport,FL,29852,2022-05-11,premium
CUS000430,Ashley,Jimenez,ashley.jimenez430@yahoo.com,165-073-6730,1965-10-12,M,45019 Shannon Vista Apt. 075,Jamestown,NY,64397,2024-10-12,private_banking
CUS000431,Scott,Jones,scott.jones431@yahoo.com,737-530-9432,1971-04-27,X,315 Rodney Land Suite 930,Port Kirkview,ID,22232,2025-08-27,student
CUS000432,Shane,Wilcox,shane.wilcox432@gmail.com,833-243-5776,2004-05-17,F,499 Taylor Camp,Moyerchester,NJ,62040,2025-11-19,student
CUS000433,Brittany,Mccormick,brittany.mccormick433@hotmail.com,962-967-1052,2005-09-15,X,60368 Mendez Locks Suite 662,East Jonathontown,AR,11630,2023-11-17,premium
CUS000434,John,Ferrell,john.ferrell434@hotmail.com,157-706-1904,1967-03-09,M,1926 Johnson Station,North Brittanyland,OH,25532,2021-07-31,premium
CUS000435,Jeffrey,Nelson,jeffrey.nelson435@gmail.com,063-987-1283,1961-05-14,F,35552 Melissa Islands,Port Thomasmouth,SC,20361,2025-01-27,standard
CUS000436,Mitchell,Campos,mitchell.campos436@yahoo.com,944-399-5517,1964-10-28,M,68755 Daniel Plaza,West Stephanieside,PW,60746,2021-10-24,standard
CUS000437,Lisa,Flores,lisa.flores437@gmail.com,678-216-6217,1959-01-25,F,17344 Curry Trace Apt. 503,West Eric,ID,50761,2023-10-08,student
CUS000438,Justin,Johnson,justin.johnson438@hotmail.com,586-285-2453,1955-04-17,M,9719 Edwards Ferry,Tranburgh,HI,45294,2026-02-04,premium
CUS000439,Lacey,Robinson,lacey.robinson439@hotmail.com,051-533-2677,1980-02-20,M,9929 Benjamin Pines Apt. 988,East Timmouth,TN,14727,2023-12-30,private_banking
CUS000440,Thomas,Pierce,thomas.pierce440@yahoo.com,752-833-9640,1945-07-03,F,0541 Caitlyn Parks,West William,SC,87589,2024-05-29,student
CUS000441,Elizabeth,Odonnell,elizabeth.odonnell441@gmail.com,563-478-1278,1982-02-25,X,1559 Santiago Flats Apt. 049,East Matthewtown,ME,25064,2024-09-30,student
CUS000442,Holly,Hanna,holly.hanna442@gmail.com,035-511-7648,2006-02-01,X,490 Berry Heights,South Allisonberg,FL,87699,2025-04-02,standard
CUS000443,Michelle,Mitchell,michelle.mitchell443@gmail.com,391-969-0885,1985-01-06,X,18857 Clinton Mount,South Kevinstad,GU,03522,2023-04-28,private_banking
CUS000444,Monica,Gray,monica.gray444@gmail.com,365-426-4694,1946-03-13,F,788 Robert Knolls,East Timothy,MO,41917,2024-11-16,premium
CUS000445,Paula,Williams,paula.williams445@hotmail.com,637-944-0785,2006-02-21,X,5212 Jeffrey Highway,Rachelburgh,WY,91921,2023-01-19,private_banking
CUS000446,George,Hodge,george.hodge446@gmail.com,277-751-0721,1972-09-12,X,8559 Jarvis Plain Suite 876,Gomezborough,NC,67272,2021-08-02,premium
CUS000447,Cheryl,King,cheryl.king447@yahoo.com,203-442-3525,2003-12-18,X,602 Mariah Summit,North William,NH,02322,2025-12-09,student
CUS000448,Amy,Robinson,amy.robinson448@gmail.com,853-314-6234,2001-01-13,X,7534 Hart Unions,Lake Joe,WY,93831,2024-11-19,premium
CUS000449,Anthony,Strickland,anthony.strickland449@yahoo.com,076-230-0980,1968-09-27,M,978 Mcintyre Light Suite 581,Andrewsmouth,NY,90168,2022-10-27,standard
CUS000450,Jeffrey,Burton,jeffrey.burton450@yahoo.com,142-389-3021,1962-08-31,M,0056 Simmons Landing Apt. 982,Lake Davidmouth,TX,78729,2023-10-02,premium
CUS000451,Craig,Dean,craig.dean451@yahoo.com,461-151-7854,2005-12-01,M,3552 Cervantes Keys,North Jennifer,KS,77085,2022-09-08,standard
CUS000452,Brandon,Baker,brandon.baker452@gmail.com,553-464-4709,1986-08-01,F,902 White Burg,South Kellyport,MT,81154,2023-02-20,standard
CUS000453,Jo,Arellano,jo.arellano453@hotmail.com,610-784-9222,2002-02-02,M,92278 Cruz Lock Suite 575,Leonside,VT,77294,2021-07-29,premium
CUS000454,Patricia,Espinoza,patricia.espinoza454@yahoo.com,755-564-8390,1996-07-07,M,663 Lisa View Suite 091,Port Brooke,OR,17381,2024-02-12,standard
CUS000455,Erin,Holland,erin.holland455@gmail.com,443-888-9273,2002-10-01,X,3397 Donovan Greens Apt. 450,North Michaelburgh,MS,27788,2021-10-26,student
CUS000456,Claudia,Baker,claudia.baker456@hotmail.com,802-047-3097,1959-06-06,F,1816 Karen Loaf Suite 848,Christophermouth,GA,50566,2024-07-16,student
CUS000457,Laura,Mcfarland,laura.mcfarland457@yahoo.com,329-692-4472,1985-01-22,F,35859 Gordon Curve Apt. 540,Charlesport,UT,34656,2025-10-22,standard
CUS000458,Jenny,Rodriguez,jenny.rodriguez458@yahoo.com,411-438-4509,1978-01-23,M,402 Shah Roads Suite 303,Deniseport,MO,26816,2025-06-23,student
CUS000459,Renee,Zuniga,renee.zuniga459@yahoo.com,410-705-5306,1983-05-24,X,97545 Fisher Land Apt. 183,Lake John,MT,70713,2025-05-20,standard
CUS000460,Brianna,Edwards,brianna.edwards460@hotmail.com,665-403-9930,1974-01-21,F,9496 Jacqueline Village,Travismouth,LA,66889,2024-09-07,standard
CUS000461,Samuel,Reed,samuel.reed461@hotmail.com,882-210-6406,1999-03-20,X,6807 Hunter Mission Suite 694,Denisefurt,NJ,14385,2026-04-07,premium
CUS000462,Allen,Mason,allen.mason462@hotmail.com,347-118-6902,1994-03-30,M,19142 Susan Mountains Suite 882,Valerieburgh,WV,70944,2022-11-21,standard
CUS000463,William,Cooke,william.cooke463@hotmail.com,056-086-5057,1979-03-20,X,7947 Stuart Motorway,Leemouth,MN,29318,2022-11-16,private_banking
CUS000464,Tricia,Porter,tricia.porter464@hotmail.com,981-371-5873,1993-04-05,F,3201 Daniel Corner,West Mike,ME,59598,2022-07-08,private_banking
CUS000465,Anna,Carter,anna.carter465@hotmail.com,918-752-2588,1981-10-23,F,1089 White Glen,Wallaceberg,VI,81961,2025-12-02,student
CUS000466,Sheila,Hendricks,sheila.hendricks466@yahoo.com,651-366-3126,2003-02-14,X,6736 Lyons Pike,Hamptonshire,AK,66821,2024-05-17,private_banking
CUS000467,Justin,White,justin.white467@gmail.com,398-868-2134,1958-06-09,M,6961 Brian Rest Suite 542,New Bobby,NE,03517,2025-09-06,standard
CUS000468,Jonathan,Ellis,jonathan.ellis468@hotmail.com,286-596-2854,1971-03-10,X,43753 Christopher Locks,South Daniel,MT,29907,2023-07-20,standard
CUS000469,Erika,Eaton,erika.eaton469@yahoo.com,252-428-9717,1993-01-24,X,2996 Michael Square,Mejiahaven,MS,99269,2022-02-03,private_banking
CUS000470,Garrett,Lynch,garrett.lynch470@hotmail.com,734-946-9190,1956-04-18,X,008 Michael Inlet Suite 708,Jameston,MS,52124,2023-07-05,premium
CUS000471,Cheryl,Anderson,cheryl.anderson471@yahoo.com,727-207-9916,1949-12-17,M,89581 Parrish Ridges,Port Heather,NM,22546,2022-09-26,premium
CUS000472,Jessica,Pena,jessica.pena472@hotmail.com,379-100-0953,1968-03-08,F,00649 Dodson Tunnel,South Kennethmouth,DC,79963,2025-11-15,student
CUS000473,Kayla,Shaw,kayla.shaw473@gmail.com,864-980-1420,1965-06-26,X,8051 Jennifer Prairie,Jenniferbury,IN,43207,2022-09-10,private_banking
CUS000474,Neil,Harris,neil.harris474@hotmail.com,396-455-9510,1990-07-29,X,57426 Gary Summit Apt. 903,Lake Nancy,KS,98602,2025-10-25,student
CUS000475,James,Hensley,james.hensley475@hotmail.com,077-831-3615,1996-05-20,M,7476 Fox Plaza,Port Bryanbury,OR,55771,2024-06-08,premium
CUS000476,Sharon,Lewis,sharon.lewis476@gmail.com,575-435-0198,1980-09-10,X,933 Evans Turnpike Suite 053,Laurafort,VI,41305,2022-10-26,premium
CUS000477,Donald,Lang,donald.lang477@yahoo.com,670-104-2368,1979-01-20,M,75529 Hines Camp Apt. 438,West Jennifershire,FM,79282,2025-04-04,private_banking
CUS000478,Victoria,Payne,victoria.payne478@hotmail.com,510-193-8470,1952-07-29,M,28347 Natasha Stream Suite 705,South Matthewchester,OR,29809,2025-03-29,standard
CUS000479,Lindsay,White,lindsay.white479@hotmail.com,163-061-2599,1959-03-31,M,137 Krista Stravenue Apt. 732,Montoyaview,CO,84907,2025-05-14,standard
CUS000480,David,Williams,david.williams480@gmail.com,140-368-1636,1956-10-06,F,37039 Hunter Views Suite 822,Kennethstad,FL,86078,2023-10-14,student
CUS000481,Destiny,Rodriguez,destiny.rodriguez481@gmail.com,789-249-6690,1954-12-25,F,72261 Wright Circles Apt. 848,Jamesshire,MN,60106,2023-10-29,premium
CUS000482,Caitlin,Bishop,caitlin.bishop482@gmail.com,352-904-5571,2005-11-24,F,214 Austin Park,Port Paulabury,GA,48707,2025-06-22,student
CUS000483,James,Clark,james.clark483@gmail.com,584-649-5673,1956-08-25,F,9358 Maria Points Suite 363,East Charlesfurt,LA,13260,2022-05-02,standard
CUS000484,Elizabeth,Patrick,elizabeth.patrick484@hotmail.com,343-352-9237,1992-12-08,X,73940 John Lodge,Whitneyview,KY,10136,2025-10-17,standard
CUS000485,Anna,Barajas,anna.barajas485@gmail.com,805-358-7316,1964-07-22,X,6644 Elizabeth Hollow,Lake Tracy,WV,07608,2023-02-02,standard
CUS000486,Victoria,Williams,victoria.williams486@gmail.com,690-580-2875,1956-01-31,X,420 Lisa Oval,South David,MD,14012,2024-08-18,standard
CUS000487,Ryan,Robinson,ryan.robinson487@yahoo.com,965-692-4890,1970-12-25,X,494 Walter Cliff Apt. 285,Mullenton,MO,39166,2026-04-27,premium
CUS000488,Natalie,Terrell,natalie.terrell488@hotmail.com,318-908-9160,1969-06-03,M,851 Mcmahon Shoal Apt. 613,South Jasonburgh,MH,94546,2024-08-28,premium
CUS000489,Jessica,Armstrong,jessica.armstrong489@hotmail.com,806-431-7802,1970-07-05,M,0706 Katherine Fords,East Renee,OH,28296,2023-10-28,premium
CUS000490,Erin,Chavez,erin.chavez490@gmail.com,042-798-5039,1992-03-25,M,86828 Tran Mountain Apt. 557,Murrayshire,DC,61725,2026-04-21,standard
CUS000491,Sean,Saunders,sean.saunders491@gmail.com,553-399-9026,1956-12-14,M,3987 Benjamin Burgs,Fuentesport,ND,22850,2023-11-18,student
CUS000492,Claudia,Smith,claudia.smith492@hotmail.com,155-509-2995,1994-10-13,X,42843 Smith Bypass,Thompsonport,MN,09180,2022-03-28,private_banking
CUS000493,Becky,Phillips,becky.phillips493@hotmail.com,347-636-2226,1967-10-20,X,0931 Laurie Course,Port Derektown,DE,71355,2024-05-11,student
CUS000494,Pamela,Roberts,pamela.roberts494@yahoo.com,209-915-4367,1991-08-29,X,4105 Bush Field,New Shirleymouth,MD,71911,2023-05-27,premium
CUS000495,Lauren,Ramos,lauren.ramos495@hotmail.com,448-059-5088,1954-11-27,M,3321 Matthew Springs Suite 124,West Andrea,NY,21404,2022-10-17,premium
CUS000496,Joel,Fernandez,joel.fernandez496@hotmail.com,344-346-8734,1971-09-08,M,89440 Houston Spurs Apt. 121,Eduardoland,KY,98804,2026-03-03,private_banking
CUS000497,Alyssa,Brooks,alyssa.brooks497@yahoo.com,340-752-6430,1970-08-01,M,956 White Skyway,Bryantborough,MT,69927,2023-01-16,private_banking
CUS000498,Ellen,Caldwell,ellen.caldwell498@gmail.com,868-796-1347,1991-07-07,M,363 Philip Grove,Lisabury,AR,45280,2026-02-24,student
CUS000499,Levi,Floyd,levi.floyd499@gmail.com,354-919-8328,1996-01-22,F,40352 Jeremy Mountains,East Tylerview,LA,47597,2022-02-19,private_banking
CUS000500,Dominique,Young,dominique.young500@hotmail.com,793-716-3007,1955-09-16,X,838 Mitchell Circles,East Sarahstad,VT,85817,2023-06-10,premium
CUS000501,Edwin,Stark,edwin.stark501@gmail.com,875-907-4359,1985-04-07,F,8170 Elizabeth Springs,Port Jillianhaven,AZ,28356,2025-02-17,premium
CUS000502,Beth,Johnson,beth.johnson502@hotmail.com,414-117-8007,1969-10-27,M,619 Jones Walks,West Lisaton,VT,64019,2022-07-08,standard
CUS000503,Nancy,Lindsey,nancy.lindsey503@yahoo.com,568-214-7397,1946-11-08,M,241 Ashley Mill,Mullinsshire,TX,04712,2022-12-11,standard
CUS000504,Robert,Weaver,robert.weaver504@gmail.com,840-420-4765,1951-03-18,F,332 Dunlap Lights Suite 258,Debbiestad,NV,38007,2025-06-01,private_banking
CUS000505,Jennifer,Palmer,jennifer.palmer505@hotmail.com,989-638-2416,1986-07-01,X,432 Travis Key Apt. 309,Barryshire,NC,52497,2024-08-29,private_banking
CUS000506,Wendy,Flores,wendy.flores506@yahoo.com,193-579-6962,1981-08-09,X,931 Alexis Run,North Meganport,AK,65607,2022-11-27,premium
CUS000507,Stephen,Palmer,stephen.palmer507@gmail.com,246-524-2952,1980-02-26,X,6565 Nicholas Fall Suite 750,Claytonfort,MA,98415,2026-04-30,student
CUS000508,Roberta,Smith,roberta.smith508@gmail.com,121-070-2767,1994-11-11,X,53660 Anderson Lakes Apt. 041,Anthonyland,MS,06067,2023-04-29,standard
CUS000509,Angela,Bell,angela.bell509@yahoo.com,666-095-2641,1979-09-26,F,65732 Smith Port Apt. 666,Solisland,NM,54833,2024-03-25,private_banking
CUS000510,Lauren,Barajas,lauren.barajas510@yahoo.com,898-320-0981,1975-03-31,X,145 Torres Tunnel,Brendafurt,MI,69931,2023-08-08,premium
CUS000511,Steven,Delgado,steven.delgado511@yahoo.com,713-662-9513,1987-04-23,X,815 Danielle Road Apt. 655,New Seanview,MS,21491,2022-12-16,private_banking
CUS000512,Katelyn,Gonzalez,katelyn.gonzalez512@gmail.com,387-194-9685,1946-01-27,M,3678 Jackie Extensions Apt. 319,New Annabury,TN,65002,2022-09-14,student
CUS000513,David,Moore,david.moore513@hotmail.com,688-240-1160,1981-07-18,F,64216 Moore Circles Apt. 802,Janetland,IN,41783,2022-05-20,premium
CUS000514,Johnny,Edwards,johnny.edwards514@yahoo.com,535-676-9071,1980-01-15,F,123 Nicole Tunnel Apt. 927,Lake Stephen,MO,68989,2025-08-20,standard
CUS000515,Dana,Carrillo,dana.carrillo515@hotmail.com,730-865-3209,1975-06-20,M,59756 David Village,Kristinton,IL,38859,2025-09-10,private_banking
CUS000516,Derek,Andrews,derek.andrews516@hotmail.com,700-215-9249,1994-03-11,X,470 Michael Fords Suite 326,New Matthew,ID,42563,2023-07-13,standard
CUS000517,Michael,Smith,michael.smith517@gmail.com,424-490-3658,1986-12-22,F,383 Jordan Plaza Suite 548,North Jose,WA,85614,2024-07-19,student
CUS000518,Misty,Jacobs,misty.jacobs518@yahoo.com,680-947-8515,1979-12-16,M,6638 Harris Branch,Kimton,KY,26568,2026-01-12,standard
